Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0032543~mitochondrial translation	38	1.4399393709738537	9.070982809844586E-11	ENSG00000172590, ENSG00000130312, ENSG00000185608, ENSG00000180992, ENSG00000111639, ENSG00000149792, ENSG00000242485, ENSG00000059691, ENSG00000137547, ENSG00000266472, ENSG00000114686, ENSG00000278845, ENSG00000116221, ENSG00000143436, ENSG00000125901, ENSG00000125445, ENSG00000243927, ENSG00000214026, ENSG00000183617, ENSG00000122140, ENSG00000198015, ENSG00000175110, ENSG00000172586, ENSG00000116898, ENSG00000243147, ENSG00000112110, ENSG00000174547, ENSG00000175756, ENSG00000115364, ENSG00000086504, ENSG00000096080, ENSG00000182154, ENSG00000147586, ENSG00000166902, ENSG00000128626, ENSG00000179271, ENSG00000105364, ENSG00000164347	2439	96	19453	3.1570913625802928	5.544179790817338E-7	5.04016790307001E-8	4.913174143732186E-8
GOTERM_BP_DIRECT	GO:0006120~mitochondrial electron transport, NADH to ubiquinone	25	0.9473285335354301	9.908678301694907E-11	ENSG00000091140, ENSG00000004779, ENSG00000198786, ENSG00000119421, ENSG00000158864, ENSG00000109390, ENSG00000168653, ENSG00000166136, ENSG00000165264, ENSG00000170906, ENSG00000145494, ENSG00000184983, ENSG00000110717, ENSG00000090266, ENSG00000099795, ENSG00000119013, ENSG00000151366, ENSG00000131495, ENSG00000115286, ENSG00000065518, ENSG00000140990, ENSG00000189043, ENSG00000167792, ENSG00000147684, ENSG00000125356	2439	46	19453	4.334679216357381	6.056179642222048E-7	5.046820148329939E-8	4.919658776791522E-8
GOTERM_BP_DIRECT	GO:0032981~mitochondrial respiratory chain complex I assembly	30	1.1367942402425162	1.5376283279251182E-10	ENSG00000004779, ENSG00000178057, ENSG00000198786, ENSG00000119421, ENSG00000158864, ENSG00000109390, ENSG00000168653, ENSG00000166136, ENSG00000165264, ENSG00000170906, ENSG00000184983, ENSG00000110717, ENSG00000155463, ENSG00000090266, ENSG00000137038, ENSG00000174886, ENSG00000099795, ENSG00000119013, ENSG00000151366, ENSG00000131495, ENSG00000115286, ENSG00000065518, ENSG00000140990, ENSG00000186010, ENSG00000224877, ENSG00000147123, ENSG00000184752, ENSG00000147684, ENSG00000105341, ENSG00000125356	2439	65	19453	3.6811429652758063	9.397976715730394E-7	7.229218723291017E-8	7.047068905982965E-8
GOTERM_BP_DIRECT	GO:1902600~hydrogen ion transmembrane transport	47	1.7809776430466087	3.752895794037697E-10	ENSG00000071553, ENSG00000173660, ENSG00000197496, ENSG00000099624, ENSG00000040531, ENSG00000113732, ENSG00000169021, ENSG00000169020, ENSG00000131100, ENSG00000154723, ENSG00000131143, ENSG00000135940, ENSG00000117410, ENSG00000167863, ENSG00000151729, ENSG00000147416, ENSG00000005022, ENSG00000159199, ENSG00000182220, ENSG00000123643, ENSG00000110955, ENSG00000176340, ENSG00000178741, ENSG00000165629, ENSG00000241468, ENSG00000171130, ENSG00000115944, ENSG00000154518, ENSG00000116459, ENSG00000159720, ENSG00000131174, ENSG00000136888, ENSG00000152234, ENSG00000010256, ENSG00000184076, ENSG00000100554, ENSG00000185883, ENSG00000155380, ENSG00000241837, ENSG00000163399, ENSG00000126267, ENSG00000179091, ENSG00000128524, ENSG00000125375, ENSG00000168924, ENSG00000102078, ENSG00000165678	2439	141	19453	2.6586032526991934	2.2937672655709562E-6	1.634327508803231E-7	1.593148445263359E-7
GOTERM_BP_DIRECT	GO:0006457~protein folding	56	2.122015915119363	4.0109477473901286E-10	ENSG00000213465, ENSG00000127022, ENSG00000183207, ENSG00000109519, ENSG00000112208, ENSG00000133265, ENSG00000197930, ENSG00000172354, ENSG00000166794, ENSG00000151929, ENSG00000167004, ENSG00000168938, ENSG00000156261, ENSG00000143870, ENSG00000108588, ENSG00000129255, ENSG00000105701, ENSG00000204220, ENSG00000150753, ENSG00000115541, ENSG00000086619, ENSG00000096384, ENSG00000088247, ENSG00000078369, ENSG00000239264, ENSG00000146731, ENSG00000185624, ENSG00000086061, ENSG00000108179, ENSG00000090273, ENSG00000135624, ENSG00000196262, ENSG00000144381, ENSG00000155959, ENSG00000113312, ENSG00000004478, ENSG00000080824, ENSG00000088832, ENSG00000116260, ENSG00000089248, ENSG00000183199, ENSG00000109971, ENSG00000163468, ENSG00000120694, ENSG00000100591, ENSG00000110958, ENSG00000155660, ENSG00000065485, ENSG00000069966, ENSG00000171497, ENSG00000132002, ENSG00000179218, ENSG00000114353, ENSG00000113068, ENSG00000126602, ENSG00000149428	2439	185	19453	2.4142991700187273	2.4514885600401826E-6	1.634327508803231E-7	1.593148445263359E-7
GOTERM_BP_DIRECT	GO:0043161~proteasome-mediated ubiquitin-dependent protein catabolic process	63	2.3872679045092835	7.88549763313367E-10	ENSG00000185627, ENSG00000159377, ENSG00000129084, ENSG00000164292, ENSG00000136930, ENSG00000115233, ENSG00000177889, ENSG00000008018, ENSG00000099341, ENSG00000055130, ENSG00000101557, ENSG00000100225, ENSG00000130706, ENSG00000100387, ENSG00000197170, ENSG00000108344, ENSG00000087191, ENSG00000101182, ENSG00000126067, ENSG00000154277, ENSG00000077721, ENSG00000173692, ENSG00000041357, ENSG00000132388, ENSG00000143106, ENSG00000100897, ENSG00000100379, ENSG00000126107, ENSG00000167977, ENSG00000099804, ENSG00000165916, ENSG00000197111, ENSG00000175166, ENSG00000099364, ENSG00000165280, ENSG00000112146, ENSG00000177628, ENSG00000068903, ENSG00000100804, ENSG00000168159, ENSG00000088833, ENSG00000168036, ENSG00000100567, ENSG00000159352, ENSG00000013275, ENSG00000277791, ENSG00000100764, ENSG00000142208, ENSG00000087586, ENSG00000103035, ENSG00000167986, ENSG00000121067, ENSG00000133612, ENSG00000105723, ENSG00000142507, ENSG00000159069, ENSG00000100519, ENSG00000124702, ENSG00000108671, ENSG00000161057, ENSG00000130939, ENSG00000103266, ENSG00000110906	2439	224	19453	2.2431964944649447	4.819604649264342E-6	3.0122600958570616E-7	2.9363621811381504E-7
GOTERM_BP_DIRECT	GO:0043488~regulation of mRNA stability	29	1.098901098901099	8.599783072949139E-10	ENSG00000129245, ENSG00000165916, ENSG00000091542, ENSG00000159377, ENSG00000129084, ENSG00000026025, ENSG00000154229, ENSG00000136930, ENSG00000008018, ENSG00000100804, ENSG00000100823, ENSG00000100567, ENSG00000100722, ENSG00000013275, ENSG00000100764, ENSG00000142208, ENSG00000277791, ENSG00000142864, ENSG00000087191, ENSG00000101182, ENSG00000126067, ENSG00000179134, ENSG00000142507, ENSG00000041357, ENSG00000153048, ENSG00000100519, ENSG00000143106, ENSG00000088247, ENSG00000163932	2439	65	19453	3.558438199766613	5.256173624013094E-6	3.091874949521479E-7	3.0139710322724106E-7
GOTERM_BP_DIRECT	GO:0031145~anaphase-promoting complex-dependent catabolic process	23	0.8715422508525956	8.345435540026553E-9	ENSG00000101182, ENSG00000094880, ENSG00000175063, ENSG00000126067, ENSG00000108106, ENSG00000105325, ENSG00000142507, ENSG00000159377, ENSG00000110200, ENSG00000129084, ENSG00000041357, ENSG00000176248, ENSG00000130177, ENSG00000136930, ENSG00000008018, ENSG00000141552, ENSG00000100804, ENSG00000117399, ENSG00000143106, ENSG00000166295, ENSG00000100567, ENSG00000277791, ENSG00000089053	2439	47	19453	3.9030558390690295	5.100600153473689E-5	2.8337390011467938E-6	2.762339163748789E-6
GOTERM_BP_DIRECT	GO:0006888~ER to Golgi vesicle-mediated transport	43	1.62940507768094	1.055228733882922E-8	ENSG00000113719, ENSG00000185825, ENSG00000105438, ENSG00000249915, ENSG00000165280, ENSG00000174851, ENSG00000115216, ENSG00000138674, ENSG00000158623, ENSG00000122218, ENSG00000170348, ENSG00000174903, ENSG00000086598, ENSG00000138073, ENSG00000169223, ENSG00000168374, ENSG00000144043, ENSG00000184840, ENSG00000143771, ENSG00000107651, ENSG00000167645, ENSG00000095139, ENSG00000162517, ENSG00000105669, ENSG00000170043, ENSG00000138768, ENSG00000196655, ENSG00000138069, ENSG00000134049, ENSG00000176986, ENSG00000007255, ENSG00000100934, ENSG00000079332, ENSG00000136240, ENSG00000184432, ENSG00000018610, ENSG00000054116, ENSG00000181704, ENSG00000149428, ENSG00000185624, ENSG00000167515, ENSG00000182158, ENSG00000181789	2439	135	19453	2.540443108134785	6.449350099468898E-5	3.394504221838115E-6	3.3089751560391834E-6
GOTERM_BP_DIRECT	GO:0007052~mitotic spindle organization	25	0.9473285335354301	3.5414124465883905E-8	ENSG00000090273, ENSG00000130479, ENSG00000180198, ENSG00000119383, ENSG00000080986, ENSG00000047849, ENSG00000134057, ENSG00000175203, ENSG00000117632, ENSG00000178999, ENSG00000013810, ENSG00000166851, ENSG00000134690, ENSG00000087586, ENSG00000100242, ENSG00000090889, ENSG00000152253, ENSG00000197102, ENSG00000175216, ENSG00000107949, ENSG00000066629, ENSG00000138160, ENSG00000169057, ENSG00000126787, ENSG00000149503	2439	58	19453	3.4378490336627507	2.1642770837504433E-4	1.0822556436774122E-5	1.0549867678386814E-5
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	112	4.244031830238726	6.94257134663829E-8	ENSG00000129562, ENSG00000135046, ENSG00000181061, ENSG00000084207, ENSG00000139644, ENSG00000143479, ENSG00000151929, ENSG00000085662, ENSG00000100867, ENSG00000168374, ENSG00000183011, ENSG00000146066, ENSG00000169230, ENSG00000112033, ENSG00000116478, ENSG00000131652, ENSG00000096384, ENSG00000170855, ENSG00000233608, ENSG00000163132, ENSG00000165672, ENSG00000172757, ENSG00000204389, ENSG00000204388, ENSG00000239264, ENSG00000187325, ENSG00000086061, ENSG00000108179, ENSG00000196182, ENSG00000109854, ENSG00000215301, ENSG00000144381, ENSG00000044574, ENSG00000040531, ENSG00000171720, ENSG00000164111, ENSG00000096092, ENSG00000168036, ENSG00000187514, ENSG00000126432, ENSG00000160710, ENSG00000167986, ENSG00000102265, ENSG00000176170, ENSG00000143575, ENSG00000102096, ENSG00000131238, ENSG00000175931, ENSG00000197785, ENSG00000196730, ENSG00000253729, ENSG00000164880, ENSG00000142871, ENSG00000116133, ENSG00000163430, ENSG00000169136, ENSG00000185043, ENSG00000101843, ENSG00000164924, ENSG00000147403, ENSG00000273841, ENSG00000106211, ENSG00000074842, ENSG00000071054, ENSG00000165060, ENSG00000159335, ENSG00000116288, ENSG00000160691, ENSG00000140443, ENSG00000145335, ENSG00000196591, ENSG00000150593, ENSG00000149089, ENSG00000105701, ENSG00000113328, ENSG00000173530, ENSG00000072274, ENSG00000158234, ENSG00000170540, ENSG00000204463, ENSG00000159202, ENSG00000137834, ENSG00000171867, ENSG00000137275, ENSG00000176915, ENSG00000124767, ENSG00000137154, ENSG00000165119, ENSG00000143384, ENSG00000128602, ENSG00000167815, ENSG00000109501, ENSG00000141522, ENSG00000114209, ENSG00000181163, ENSG00000111057, ENSG00000117676, ENSG00000136830, ENSG00000162493, ENSG00000078061, ENSG00000183072, ENSG00000166851, ENSG00000134250, ENSG00000142208, ENSG00000087586, ENSG00000166181, ENSG00000196924, ENSG00000145425, ENSG00000005194, ENSG00000275700, ENSG00000141582, ENSG00000141741	2439	540	19453	1.6542420239017206	4.2423996047991075E-4	2.0206188605072965E-5	1.9697066706319492E-5
GOTERM_BP_DIRECT	GO:0007049~cell cycle	83	3.145130731337628	8.562392584720687E-8	ENSG00000072786, ENSG00000079819, ENSG00000155254, ENSG00000113812, ENSG00000064961, ENSG00000173207, ENSG00000158402, ENSG00000143479, ENSG00000114383, ENSG00000143514, ENSG00000007080, ENSG00000091732, ENSG00000276043, ENSG00000255302, ENSG00000127586, ENSG00000102882, ENSG00000136824, ENSG00000141759, ENSG00000175792, ENSG00000115107, ENSG00000171792, ENSG00000111665, ENSG00000176248, ENSG00000104738, ENSG00000171867, ENSG00000144635, ENSG00000176915, ENSG00000138160, ENSG00000122705, ENSG00000166484, ENSG00000182154, ENSG00000163932, ENSG00000160783, ENSG00000179271, ENSG00000101146, ENSG00000101224, ENSG00000132819, ENSG00000204628, ENSG00000143420, ENSG00000089053, ENSG00000105058, ENSG00000131467, ENSG00000154144, ENSG00000154429, ENSG00000069956, ENSG00000172531, ENSG00000111057, ENSG00000110200, ENSG00000130177, ENSG00000117676, ENSG00000172534, ENSG00000119986, ENSG00000165169, ENSG00000166851, ENSG00000134690, ENSG00000100526, ENSG00000102901, ENSG00000166295, ENSG00000162413, ENSG00000186787, ENSG00000087586, ENSG00000127445, ENSG00000099956, ENSG00000129474, ENSG00000134508, ENSG00000111328, ENSG00000176101, ENSG00000129195, ENSG00000107949, ENSG00000213639, ENSG00000165490, ENSG00000151465, ENSG00000114353, ENSG00000133134, ENSG00000147889, ENSG00000166582, ENSG00000186298, ENSG00000128989, ENSG00000126249, ENSG00000100632, ENSG00000179051, ENSG00000166508, ENSG00000148773	2439	366	19453	1.8087218850330578	5.231965420608997E-4	2.3787883399005837E-5	2.3188515918075387E-5
GOTERM_BP_DIRECT	GO:0016241~regulation of macroautophagy	24	0.9094353921940129	1.1883820623705009E-7	ENSG00000177169, ENSG00000154277, ENSG00000171130, ENSG00000106615, ENSG00000113732, ENSG00000151502, ENSG00000069329, ENSG00000072062, ENSG00000177628, ENSG00000159720, ENSG00000136888, ENSG00000131100, ENSG00000135018, ENSG00000117410, ENSG00000147416, ENSG00000188021, ENSG00000122958, ENSG00000159363, ENSG00000182473, ENSG00000100554, ENSG00000185883, ENSG00000164885, ENSG00000014216, ENSG00000126247	2439	57	19453	3.3582356876200343	7.260754394811109E-4	3.157996158786305E-5	3.078426229392802E-5
