ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0031647	regulation of protein stability	122/3876	254/11271	4.00110274683626e-06	0.00026240143457416	0.000224285666301668	CREBBP/FBXL3/LAMP2/WIZ/GRN/CUL3/ISOC2/CTSA/VPS35/ATP1B3/PFN2/SEL1L/CHFR/HSP90AA1/AURKA/CMTM6/HSP90AB1/SIRT1/SH3GLB1/MAPK1/FBXO7/TELO2/PIM2/STUB1/NOP53/BAG1/DVL1/PFN1/KAT2A/WFS1/HSPA8/CD81/PTGES3/GAPDH/BAG2/PDCD10/RTN4/CCT4/PDCL3/SUMO1/PARK7/P3H1/UTP25/TCP1/CLU/TARDBP/RPL5/GIPC1/RPL23/NCLN/PIN1/SMO/DAD1/FLOT2/RNF128/CCT7/DPM2/DERL1/FLOT1/SERF2/TP53/HSPD1/SNCA/CCT6A/GSN/CCT5/SAV1/BAG3/TBRG1/KDM8/GNAQ/CCT8/B4GALT5/PINK1/CCAR2/LSS/LMNA/DVL3/SYVN1/PEX19/MSX1/TMEM183A/CCT3/SENP2/PRKCD/CASP3/SUGT1/CCT2/TRIM44/PPIB/PLK1/PHB/WDR81/TNIP2/HDAC3/RPS7/PRNP/USP19/HCFC1/DPM3/CALR/PRKRA/NPM1/HSP90AB3P/LAMP1/NF2/TAF9B/USP7/TOMM7/FLNA/DDI2/PARVA/GLMP/RNF5/HSPA1B/HSPA1A/BAG6/PHB2/GET4/DDOST/PRKDC/TAF9	122
GO:1902600	proton transmembrane transport	65/3876	119/11271	4.3296468100552e-06	0.0002803987515362	0.000239668738551345	SLC25A5/UQCRC1/ATP6V0A1/CTNS/ATP6V1H/SPHK2/ATP6AP1/ATP5F1D/ATP6V1D/ANTKMT/PPIF/SLC9A3R1/ATP5F1B/COX6A1/ATP6V0E1/ATP6V1A/NDUFS7/COX7A2L/PARK7/ATP5PB/ATP6V0B/SLC36A1/ATP5F1E/DMAC2L/COX6B1/ATP6V1F/ACTN4/ATP6V1E1/COX4I1/COX7B/COX5B/ATP6V1G1/COX17/ATP6V1B2/SLC25A4/ATP5F1A/ATP5MC3/ATP5PF/ATP6V1C1/ATP5MC1/ATP6V0D1/ATP1A1/STOML2/ATP5F1C/ATP5MG/ATP5PD/ATP5ME/UQCRFS1/ATP6V0E2/UQCRH/COX8A/COX5A/CYC1/UQCR10/ATP6V0C/NDUFA4/SLC2A10/ND5/ND4/ATP6/TMSB4X/PHB2/ATP8/ATP5MF/ATP5PO	65
GO:0001933	negative regulation of protein phosphorylation	118/3876	245/11271	4.85561001157769e-06	0.000307078095419133	0.000262472708464794	PPP5C/BAK1/DTNBP1/PIK3CB/IPO5/HYAL2/SIRT2/TSG101/DNAJC10/FBLN1/GSTP1/DNAJA1/TMED2/BAX/RTRAF/SIRT1/PPM1F/FBXO7/GSKIP/DNAJC3/TSC2/CACTIN/PPP2R1A/FKBP8/CADM4/CAV1/HSPB1/TESK1/SH3GL2/DVL1/DUSP3/PRKAR1A/CHORDC1/CBL/CORO1C/PPP2R5D/DUSP22/HMGCR/MACROH2A1/PRKAR2A/EIF4G1/ERRFI1/PARK7/GADD45A/ITGB1BP1/TARDBP/PKN1/PMEPA1/CDKN1A/PRKRIP1/CDKN2D/SNX6/MLLT1/INPP5K/MEN1/CCNB1/MICAL1/PWP1/SMAD6/TARBP2/RB1/WARS1/ARRB2/AKT1/CALM2/CTDSPL/DGKQ/SNCA/CDKN2A/LATS2/PDCD4/GPD1L/CNKSR3/UBASH3B/UCHL1/GNAQ/CALM3/ADAR/LRP5/PAQR3/PRKCD/DUSP7/CASP3/SMPD1/TERF2IP/PLK1/PBK/PKIG/YWHAG/PRNP/QARS1/SH3BP5L/CHMP6/GBA/PLEC/TAF7/MYADM/PAK2/NPM1/CIB1/NR2F2/AIDA/NF2/HEXIM1/PRKAR1B/PPIA/PTPN1/ADARB1/OCLN/CALM1/MTOR/TRAF3IP1/RACK1/AKT1S1/TRIM27/IPO7/CEBPA/PRKDC	118
GO:0051348	negative regulation of transferase activity	104/3876	211/11271	4.86014356772224e-06	0.000307078095419133	0.000262472708464794	RPS20/DTNBP1/PIK3CB/PHPT1/WNK1/IPO5/HYAL2/TSG101/GSTP1/DNAJA1/RTRAF/SIRT1/PPM1F/FBXO7/GSKIP/TSC2/CSK/GSK3A/CAV1/HSPB1/TESK1/DVL1/DUSP3/PRKAR1A/CHORDC1/CBL/CORO1C/BAG2/DUSP22/HMGCR/MACROH2A1/PRKAR2A/NPRL2/RPS15/ERRFI1/PARK7/MAD2L2/GADD45A/ITGB1BP1/RPL5/PKN1/CDKN1A/RPL23/PRKRIP1/CDKN2D/AJUBA/SNX6/MLLT1/INPP5K/MEN1/TARBP2/RB1/WARS1/PIF1/TP53/AKT1/RUBCN/SNCA/RPL37/CDKN2A/LATS2/PDCD4/UBASH3B/UCHL1/GNAQ/ADAR/LRP5/PAQR3/PRKCD/DUSP7/MAD2L1/CASP3/PRDX3/COX11/SMPD1/PLK1/PIP4K2C/MIDN/PKIG/YWHAG/RPS7/QARS1/ORMDL3/SH3BP5L/CHMP6/GBA/PLEC/TAF7/PAK2/NPM1/NR2F2/AIDA/NF2/HEXIM1/PRKAR1B/PPIA/PTPN1/ADARB1/RACK1/AKT1S1/TRIM27/IPO7/CEBPA/PIP4K2B	104
GO:0070585	protein localization to mitochondrion	62/3876	113/11271	5.88899592575917e-06	0.000367601058932027	0.000314204259475825	RALA/BID/TOMM34/MIPEP/HSP90AA1/DNAJA1/BAX/SH3GLB1/TIMM13/TOMM22/FBXO7/TSPO/SAMM50/PDCD5/TIMM50/GSK3A/PMPCB/MAPK8/PITRM1/UBE2D3/GRPEL1/MTCH2/AIP/MFN2/ROMO1/TIMM17B/TIMM8A/TOMM40/ATP5IF1/TIMM10B/TIMM17A/TIMM10/NMT1/AKT1/SAE1/HAX1/HSPD1/TIMM8B/BAG3/OXA1L/HK1/AIFM1/PINK1/TOMM40L/CALM3/UBE2J2/BAP1/PMPCA/MFF/TOMM20/PARL/TIMM22/UBE2L3/BCAP31/NDUFA13/ISG15/TOMM7/MARCHF5/UBL5/CALM1/SREBF2/TIMM23	62
GO:1902903	regulation of supramolecular fiber organization	131/3876	278/11271	6.18235681021669e-06	0.000381318936115865	0.000325929512538617	FKBP4/TAC1/SPAST/TMSB10/NCKAP1/RHOA/PFN2/SPTB/GBA2/WDR1/FERMT2/ADD2/CAPZB/CTTN/ADD1/TPX2/ARHGAP28/PXN/PPM1F/PFDN4/MAPRE1/ARHGEF7/COTL1/TJP1/ARHGEF18/MTPN/WASL/TGFBR1/TESK1/GIT1/PFN1/RANGRF/HSPA8/ARPC3/WASF1/PFDN1/DBN1/ACTR3/SPTBN1/PARK7/CAPZA1/ARHGEF2/STMN1/CCN2/ITGB1BP1/CLU/VASP/DSTN/CDC42EP1/COLGALT1/SNX9/MAP1S/MAP1B/RHPN2/ARFIP2/INPP5K/SWAP70/PSRC1/ROCK2/CKAP2/RAC1/NUMA1/RDX/ACTR2/ARL3/TMOD3/AP1AR/RB1/TPM1/KATNB1/APP/PFDN2/HAX1/ARF1/SNCA/GSN/RPS3/TWF1/RHOC/VBP1/TMSB15A/F11R/CARMIL2/ARPC5/CDC42EP3/ARPC2/PRKCD/F2RL1/WASHC5/CFL2/ARF6/DAPK3/MLST8/MECP2/WASHC2C/CORO1B/SSH3/CKAP5/BAIAP2/FLII/GRB2/MYADM/PAK2/ACTG1/CIB1/DRG1/NF2/ARAP1/EVL/FLNA/GMFB/SPTAN1/S100A10/OCLN/MYO1C/MTOR/CAPZA2/PFDN6/HSPA1B/HSPA1A/TRIM27/DCTN1/TMSB4X/ARL2/GPX1/PDXP/ARPC4/ARPIN/TWF2/BRK1/CYFIP1	131
GO:0019058	viral life cycle	111/3876	229/11271	6.36487553813907e-06	0.000387957884271748	0.000331604103887939	VTA1/HYAL2/NUCKS1/PABPC1/TFRC/SCARB1/TSG101/HACD3/RAB7A/TOP2B/CHMP2B/CHMP5/MAVS/TYRO3/SRPK1/HSP90AB1/SMARCB1/CHMP4B/VAPA/HTATSF1/SLC1A5/CAV1/TRIM14/HSPA8/DDX6/NECTIN1/CD81/SNX3/SPCS1/IFIH1/CHMP3/RAB29/CR2/VAMP8/IDE/STAU1/DEK/TBC1D20/ILF3/NECTIN2/TRIM28/TOP2A/TRIM5/INPP5K/LAMTOR5/ROCK2/CTSL/OASL/RAB1A/ITGAV/SCARB2/TARBP2/FURIN/NPC1/MVB12A/XPR1/DYNLT1/CHMP7/STOM/GSN/NOTCH1/NCAM1/ITGB1/NMT2/CXADR/LARP1/F11R/CTBP1/ADAR/LY6E/CHMP4C/CTSB/VCP/SMPD1/PPIB/PHB/DDB1/VPS37C/PCBP1/PDCD6IP/CDK1/PPID/BSG/GRK2/DAG1/PC/RAB1B/CTBP2/BANF1/CHMP6/APOBEC3B/KPNA2/SIVA1/P4HB/IFIT1/SLC52A2/LAMP1/ISG15/PPIA/CD55/PCBP2/ADARB1/CNOT7/HSPA1B/HSPA1A/TRIM27/DDX3X/TRIM26/PI4KA/APOBEC3C/CCL5	111
GO:0034248	regulation of cellular amide metabolic process	179/3876	399/11271	6.69732404896761e-06	0.000403474836019781	0.000344867102497022	UPF1/PDK2/CSDE1/VIM/YBX3/SPHK2/ABCA7/YBX1/ELAVL1/PKM/RHOA/PABPC1/IGF2BP2/EXOSC5/DDX1/JMJD4/EIF2AK1/TMED2/OGFOD1/CNOT3/KHSRP/GCN1/AARS1/PUS7/AGO1/CIRBP/MKNK2/MAPK1/ASCC2/EIF5/RBM3/DNAJC3/MAPK3/GSPT1/EIF3E/GSK3A/MTPN/HSPB1/EIF3B/EIF4H/CASC3/C1QBP/DCPS/EIF4G2/DDX6/GAPDH/QKI/TENT4A/MRPS27/CNOT6/NCBP2/EIF1B/EIF4G1/NCL/EIF2B4/RTN4/RPL22/RPS6KA1/ETF1/PAIP2/SERP1/CLU/TARDBP/KHDRBS1/RPL5/ACO1/ORMDL2/CNOT1/HNRNPR/TRAP1/PIN1/ATF4/ORMDL1/FXR2/ILF3/NGDN/NSUN5/EIF2S3/SESN2/EIF5A/DPH2/RTN3/EIF2S1/ROCK2/CAPRIN1/CDK4/EIF4E2/EPRS1/UQCC2/HNRNPD/TARBP2/RTN1/TP53/EIF4A3/NT5C3B/APP/AKT1/RPL13A/CCN1/SRP9/POLR2D/EIF2A/EIF2B5/SNCA/RPL10/EIF3H/EIF4EBP2/MTG1/RPS3/CDC123/DPH3/LARP1/RPUSD3/EIF5B/CNOT11/PINK1/IGF2BP1/LARP4/RPL26/MAGOH/EIF4E3/PRKCD/ABCE1/CASP3/RPS14/RPUSD4/METTL3/NOLC1/PATL1/TRUB2/DAPK3/EEF2/ZNF598/POLR2G/CNBP/TMED10/PYM1/PA2G4/RPS9/ENC1/PRNP/ORMDL3/MRPL13/PAIP1/PPP1CA/RELA/HAP1/EIF1/RPS6KB2/SPHK1/TYMS/RPS6KA3/EIF3K/PER1/SAMD4B/CALR/NPM1/SHMT2/NGRN/COA3/YTHDF3/EIF4EBP1/DAPK1/RPS4X/CNOT7/MTOR/SELENOT/RACK1/ANG/DDX3X/DHFR/EIF6/EIF5AL1/PRKDC/MPV17L2/RBM8A/CCL5/CYFIP1/RCC1L	179
GO:0150105	protein localization to cell-cell junction	15/3876	17/11271	6.84686400039093e-06	0.000407742556161211	0.000348514904411913	VCL/MAPK9/ACTB/DSP/TJP1/ARHGEF18/LSR/DLG5/ZDHHC7/F11R/JAK1/PAK2/SCRIB/ACTG1/FLNA	15
GO:0042176	regulation of protein catabolic process	152/3876	331/11271	7.07767441990124e-06	0.000416698081471686	0.000356169572781394	GCLC/CYP51A1/PKD1/FYN/PSMC4/NUB1/SNX1/TIMP2/MAPK9/HERPUD1/PITHD1/CTSA/SIRT2/VPS35/PRKACA/CHFR/RAB7A/SIRT6/ARAF/UBE2K/KEAP1/HSP90AA1/PSMC5/AURKA/PSME1/EZR/HSP90AB1/GGA1/TIMP3/RHBDD3/SGSM3/RBX1/DESI1/PSMC6/PSMC1/PSME2/EEF1A2/CST3/FAM83D/USP14/PSMD10/CCDC22/TIMP1/AXIN1/STUB1/ELOB/RNF40/SNRNP70/OAZ1/SGTA/FZR1/NOP53/GSK3A/CAV1/DVL1/SUFU/PSMD3/CD81/USP5/BAG2/SNX3/HMGCR/PSMD14/PDCL3/ODC1/SUMO1/PARK7/MAD2L2/TMEM9/CDC20/RAD23B/IDE/CLU/RPL5/GIPC1/CDK2/RPL23/PIN1/QRICH2/DDA1/SNX9/ATP5IF1/PSME3/NDFIP1/RNF128/HSPBP1/UBQLN1/RNFT2/NUDT15/SDCBP/RDX/ATRAID/RNF185/TMTC3/FURIN/CSNK1D/AKT1/SNCA/MSN/SNX12/GPC3/EIF3H/LPCAT1/AZIN1/EEF1A1/PINK1/CCAR2/ATP13A2/ZER1/PSMC2/UBXN1/STX5/RYBP/MAD2L1/VCP/PSMC3/PLK1/PHB/DDB1/PBK/ATG4B/UBE2V2/UBB/RPS7/USP19/RELA/SMARCC1/PSMD1/PSMD2/CHMP6/GBA/OAZ2/TMEM259/ANXA2/PTTG1IP/HGS/BCAP31/NDUFA13/USP7/UBQLN2/SUMO2/FLNA/HSPA1B/HSPA1A/BAG6/RACK1/CSNK1E/GPX1/CEBPA/EGLN2/TAF9/F8A1	152
GO:0051084	'de novo' posttranslational protein folding	24/3876	33/11271	7.71941475823971e-06	0.000442673750722477	0.000378372082058831	HSPA5/ST13/BAG1/HSPA8/PTGES3/HSPA9/HSPE1/HSPH1/SDF2L1/DNAJB1/SDF2/UGGT1/TOR1B/TOR1A/DNAJB12/HSPA13/TOR2A/CCT2/DNAJC7/GAK/SELENOF/ERO1A/HSPA1B/HSPA1A	24
GO:0030036	actin cytoskeleton organization	213/3876	487/11271	7.73107250350377e-06	0.000442673750722477	0.000378372082058831	TAC1/RALA/PAFAH1B1/ANLN/TMSB10/CUL3/CTNNA1/DTNBP1/BCAR1/PHPT1/NCKAP1/ELMO2/CNN2/RHOA/PFN2/SPTB/GBA2/WDR1/ACTN1/LLGL2/FERMT2/ADD2/ACTB/CAPZB/EPB41L2/EPB41L3/CTTN/ADD1/EPB41L1/ARHGAP28/PXN/EZR/PPM1F/PACSIN2/MYH9/PLS3/COTL1/TJP1/ARHGEF18/TNNT1/SYDE1/MYH14/CYTH2/MTPN/DNAJB6/WASL/TGFBR1/TESK1/PDLIM1/PFN1/PRKAR1A/SLC9A3R1/TNFAIP1/CORO1C/ARPC3/WASF1/ARFGEF3/PTK7/SRF/DBN1/AMOTL2/ECT2/ACTR3/SPTBN1/PDCL3/RND3/CAPZA1/ARHGEF2/MAD2L2/CNN3/STMN1/CCN2/ITGB1BP1/CALD1/RAP2A/VASP/DSTN/AIF1L/CDC42EP1/FLNC/MYO1B/MYO5C/SNX9/ACTN4/CAP1/DIAPH1/LLGL1/RHPN2/ARFIP2/INPP5K/ARHGEF11/MYH10/MPRIP/SWAP70/NOTCH2/ROCK2/ANXA1/MICAL1/FLNB/LCP1/RAC1/ABI1/TLN1/SDCBP/RDX/ACTR2/TMOD3/AP1AR/GAS2L3/TPM1/IQGAP1/ARHGAP17/MINK1/ARHGDIA/CAPN10/RAB13/TPM3/HAX1/ARF1/IQSEC1/PAM/ARHGAP26/SH3KBP1/GSN/ANKRD1/INA/ITGB1/TWF1/UTRN/ENAH/CXADR/RHOC/MYO1E/TMSB15A/F11R/CARMIL2/ZYX/SPATC1L/SHC1/RACGAP1/ARPC5/PDLIM5/CDC42EP3/ARPC2/PRKCI/PRKCD/F2RL1/RHOBTB3/SHROOM1/CDK5/WASHC5/CFL2/INPPL1/ARF6/JAM3/HSP90B1/TPM4/DAPK3/MLST8/ANTXR1/PDCD6IP/WASHC2C/CORO1B/CFL1/SSH3/HRAS/KCTD13/MARCKSL1/CSRP2/BAIAP2/MYO1D/RHOG/FLII/GRB2/PLEC/CALR/MYADM/PAK2/FHL3/RFLNB/IQGAP3/SMTN/ACTG1/PIP5K1C/NF2/ARAP1/PARVB/PTPN1/EVL/PDLIM7/FLNA/GMFB/MYO5A/SPTAN1/PARVA/S100A10/MYO1C/MSRB1/CDC42BPB/MTOR/CAPZA2/INF2/TRIM27/TMSB4X/EMP2/ANG/PDXP/ARPC4/ARPIN/TWF2/BRK1/CYFIP1/MARCKS	213
GO:1904869	regulation of protein localization to Cajal body	11/3876	11/11271	7.8810895590342e-06	0.000442673750722477	0.000378372082058831	CCT4/TCP1/DKC1/CCT7/CCT6A/MEPCE/CCT5/CCT8/CCT3/CCT2/LARP7	11
GO:1904871	positive regulation of protein localization to Cajal body	11/3876	11/11271	7.8810895590342e-06	0.000442673750722477	0.000378372082058831	CCT4/TCP1/DKC1/CCT7/CCT6A/MEPCE/CCT5/CCT8/CCT3/CCT2/LARP7	11
GO:1902652	secondary alcohol metabolic process	55/3876	98/11271	7.94608353931487e-06	0.000442673750722477	0.000378372082058831	CYP51A1/SOAT1/IDH3G/GBA2/ACADVL/SCARB1/FDFT1/NFE2L1/CYB5R3/ACO2/IDH3B/SQLE/SC5D/PPARD/HMGCS1/HMGCR/SCAP/SNX17/HDLBP/DHCR24/NPC2/CAT/POR/APOL2/CLN6/ACLY/STARD3/FDX1/IDH1/MBTPS1/NPC1/SOD1/APP/LBR/DGKQ/EBP/NSDHL/TM7SF2/LDLRAP1/G6PD/LSS/FDPS/LRP5/PMVK/PIP4P1/SMPD1/IDH3A/ACAA2/MVD/DHCR7/ARV1/GBA/RXRA/SREBF2/CEBPA	55
GO:0051656	establishment of organelle localization	146/3876	317/11271	8.80533571884177e-06	0.000482991387048536	0.000412833280572373	MAD1L1/PAFAH1B1/SPAST/CUL3/SPDL1/DTNBP1/MAP4/CROCC/RIOK2/SPHK2/AP3D1/NTN1/ATP6AP1/LLGL2/SPAG5/SAR1A/KIF22/DNM2/NDC80/CHMP2B/SEH1L/CHMP5/TMED2/NSFL1C/TMEM230/NUDC/SNAP23/EZR/CDC23/SNAP29/SUN2/MYH9/CHMP4B/FAM83D/RAB11A/WASL/YKT6/TESK1/NUP88/SLC9A3R1/CBL/WASF1/PDCD10/SNX4/ACTR3/CENPA/RPS15/STK25/CENPF/KIF14/VAMP8/BECN1/UXT/DLGAP5/MYO1B/MYO5C/KIF1C/NECTIN2/KIF1A/ACTN4/MAP1S/MAP1B/STARD3/LLGL1/ACTR10/RAN/CCNB1/PSRC1/CDCA8/BLOC1S1/ESPL1/TOR1A/NUMA1/RAB1A/ACTR2/PREB/EXOC6/AP1AR/CENPE/KATNB1/RHOT2/CSNK1D/PEX14/KIF2C/NUF2/SNAPIN/ARF1/SNCA/DYNLT1/CHMP7/INCENP/ITGB1/UCHL1/KIF5A/MYO1E/COPG2/PINK1/PEF1/MAD2L1/ABCE1/CHMP4C/SUN1/CDK5/YWHAZ/GEM/SYK/NDEL1/PLK1/CDT1/CTNNB1/UBB/TMED10/KIF5B/CFL1/HAP1/DCTN2/RAB6A/CHMP6/MYO1D/AP3S1/AURKB/RRS1/SCRIB/NPM1/COPG1/TMED9/AP3M1/RAB11B/LAMP1/SAPCD2/BLOC1S4/TMEM201/BLOC1S3/S100A13/NOP9/DYNC1H1/MYO5A/MYO1C/OPA1/DCTN1/UBXN2B/HSBP1/KIFC1/EIF6/PDCD6/F8A1	146
GO:1990173	protein localization to nucleoplasm	13/3876	14/11271	8.85624044964504e-06	0.000482991387048536	0.000412833280572373	NOP53/CCT4/TCP1/DKC1/CCT7/CCT6A/MEPCE/CCT5/TBRG1/CCT8/CCT3/CCT2/LARP7	13
GO:2001244	positive regulation of intrinsic apoptotic signaling pathway	29/3876	43/11271	9.74637687613579e-06	0.000525999777033953	0.000449594380678764	BAD/BID/BCLAF1/BAX/SIRT1/PIAS4/CAV1/SLC9A3R1/PARK7/SFPQ/PLAGL2/BECN1/STYXL1/EIF5A/SERINC3/FBH1/TP53/SOD1/MCL1/NACC2/RPS3/BCL2L11/RPL26/MSX1/UBB/RPS7/PRKRA/BCAP31/RACK1	29
GO:0033673	negative regulation of kinase activity	90/3876	180/11271	1.00692787974108e-05	0.000537824056179231	0.000459701094961555	DTNBP1/PIK3CB/WNK1/IPO5/HYAL2/TSG101/GSTP1/DNAJA1/RTRAF/SIRT1/PPM1F/FBXO7/GSKIP/TSC2/CSK/CAV1/HSPB1/TESK1/DVL1/DUSP3/PRKAR1A/CHORDC1/CBL/CORO1C/DUSP22/HMGCR/MACROH2A1/PRKAR2A/NPRL2/ERRFI1/PARK7/GADD45A/ITGB1BP1/PKN1/CDKN1A/PRKRIP1/CDKN2D/AJUBA/SNX6/MLLT1/INPP5K/MEN1/TARBP2/RB1/WARS1/AKT1/RUBCN/SNCA/CDKN2A/LATS2/PDCD4/UBASH3B/UCHL1/GNAQ/ADAR/LRP5/PAQR3/PRKCD/DUSP7/CASP3/PRDX3/COX11/SMPD1/PLK1/PIP4K2C/MIDN/PKIG/YWHAG/QARS1/SH3BP5L/CHMP6/GBA/PLEC/TAF7/PAK2/NPM1/NR2F2/AIDA/NF2/HEXIM1/PRKAR1B/PPIA/PTPN1/ADARB1/RACK1/AKT1S1/TRIM27/IPO7/CEBPA/PIP4K2B	90
GO:0006790	sulfur compound metabolic process	111/3876	231/11271	1.04859388906908e-05	0.000554363769312949	0.000473838291225953	GCLC/CIAPIN1/PDK2/ELOVL5/CPS1/GLRX2/GCLM/CHPF2/MRI1/MAT2B/CTNS/HAGH/ELOVL1/ACSL4/NDST1/ACAT1/GSTP1/MGST2/DLD/PHGDH/COMT/NUBP2/ACOT7/TECR/SLC25A1/AHCY/SMS/NUBP1/BPNT2/GSR/GCDH/OGDH/GLRX3/BLMH/UGDH/HMGCS1/HSPA9/PARK7/AKR1A1/ELOVL4/ACOT2/AMD1/CHPF/GLO1/MPST/TST/PPT1/ACLY/PDHA1/CHSY1/PEMT/HSD17B4/GSTM3/ISCA1/MICAL1/GNS/ISCU/CHST12/IDH1/GLCE/PAPSS1/SOD1/MPC2/CIAO1/ARL6IP5/SNCA/PTGES2/GSTO1/HSD17B12/APIP/DLAT/ACSL1/SLC26A2/SLC35B2/AHCYL2/GPAT4/HLCS/G6PD/BPNT1/PMVK/FXN/CIAO2B/CIAO2A/GPX4/MVD/PDHB/AHCYL1/MAT2A/CHST14/NFU1/FASN/GLB1/SUCLG2/STAT5B/B4GAT1/B3GALT6/IBA57/CHST15/EXT1/GLRX5/ADI1/SLC25A10/FITM2/GSTK1/ELOVL2/CHSY3/HACD2/CLIC1/LYRM4/PPT2/GPX1	111
GO:0032984	protein-containing complex disassembly	92/3876	185/11271	1.06755709574915e-05	0.000558688213442057	0.000477534577545634	UPF1/LAMP2/VTA1/SPAST/SMARCD1/TBC1D25/SPTB/WDR1/TSG101/ADD2/CAPZB/JMJD4/CHMP2B/ZMPSTE24/CHMP5/OGFOD1/ADD1/TPX2/MCOLN1/SUPT16H/SNAP29/SMARCB1/TFIP11/GSPT1/NAPA/GRWD1/MTPN/SMARCD2/HSPA8/SPTBN1/CHMP3/CAPZA1/ARHGEF2/DNAJC6/STMN1/VAMP8/SET/ETF1/RPL23/DSTN/SMARCA4/MAP1S/MAP1B/EIF5A/SWAP70/UBQLN1/MICAL1/CKAP2/HMGA1/RDX/TMOD3/VPS33A/IGF1R/KATNB1/MAP1LC3B/SH3GL1/PEX14/KIF2C/DYRK3/SNAPIN/RUBCN/CHMP7/GSN/TWF1/CCSAP/CARMIL2/APEH/ABCE1/F2RL1/GFM2/VCP/CFL2/MRPL58/PYM1/KIF5B/PPP1CA/WASHC2C/CFL1/SMARCC1/ATP2A2/CKAP5/GBA/FLII/GAK/CIB1/SPTAN1/CALM1/CAPZA2/PDXP/TWF2/EIF5AL1/LIX1L	92
GO:0010639	negative regulation of organelle organization	130/3876	278/11271	1.07884770256955e-05	0.000558950994701284	0.000477759187864221	GCLC/MAD1L1/FKBP4/SLC25A5/ERCC1/TMSB10/SPDL1/MAP4/WAPL/PFN2/SPTB/TRIP13/TFRC/MCM2/ADD2/RAB7A/CAPZB/DNM2/NDC80/ADD1/TPX2/ARHGAP28/HNRNPC/TINF2/TMEM14A/TSPO/MAPRE1/CHMP4B/PSMD10/NAA10/ARHGEF7/ACD/TSC2/NUBP1/TJP1/NBN/ARHGEF18/ANKRD27/MTPN/TESK1/PPIF/PFN1/KAT2A/VAT1/PRKAR1A/ANAPC15/TTK/IK/SPTBN1/CAPZA1/ARHGEF2/MAD2L2/STMN1/CENPF/CLU/ZWINT/BECN1/STYXL1/MAP1B/TOP2A/RHPN2/INPP5K/SWAP70/CCNB1/ESPL1/HNRNPA1/CKAP2/YAP1/RDX/TMOD3/PIF1/KATNB1/ARRB2/TP53/AKT1/PARP1/DYNC1LI1/SNCA/TBC1D7/GSN/TWF1/BUB3/FLCN/BUB1B/TMSB15A/F11R/PINK1/CARMIL2/LMNA/CCNF/PRKCD/MAD2L1/PTTG1/RAD21/FXN/GHITM/TERF2IP/PLK1/ACAA2/CDT1/PRELID1/BUB1/TRIAP1/EXOSC10/WASHC2C/CORO1B/SSH3/ZWILCH/AURKAIP1/FLII/AURKB/MYADM/PAK2/NPM1/CIB1/ARAP1/GMFB/SPTAN1/OPA1/CAPZA2/NBDY/EHMT2/HSPA1A/TMSB4X/LCMT1/SLC35F6/GPX1/RBM14/ARPIN/TWF2	130
GO:0034976	response to endoplasmic reticulum stress	106/3876	219/11271	1.10546566399839e-05	0.000567071050017393	0.00048469974449622	BID/ERP44/BAK1/HSPA5/JKAMP/HERPUD1/ABCA7/SEL1L/DERL2/DNAJC10/UBE2K/TMED2/BAX/ERP29/SIRT1/XBP1/FOXRED2/PSMC6/USP14/DNAJC3/STUB1/PPP2CB/SGTA/CAV1/SEC61B/CREB3/CCDC47/WFS1/MAN1A1/CERT1/SELENOK/EIF4G1/AUP1/GORASP2/PARK7/TXNDC12/SERP1/CLU/TNFRSF10B/TARDBP/CANX/TRAF2/SDF2L1/ATF4/DNAJB9/SESN2/UBE4B/NR1H2/SELENOS/SERINC3/EIF2S1/UBQLN1/RNFT2/OS9/UGGT1/ECPAS/TOR1A/DERL1/FLOT1/RNF185/TMTC3/TMBIM6/TMX1/MBTPS1/TP53/TMCO1/UFC1/UBXN4/MANF/EIF2B5/DNAJB12/HYOU1/BCL2L11/PDIA4/AIFM1/UBE2J2/UBXN1/SYVN1/STT3B/VCP/HSP90B1/PDIA3/EEF2/USP19/CEBPB/ATP2A2/GRINA/CALR/TMEM259/CREB3L2/NPLOC4/P4HB/BCAP31/UBQLN2/PTPN1/ERO1A/UBE2J1/OPA1/RNF5/HSPA1A/BAG6/RACK1/ATF6B/DDX3X/MAGEA3/GET4	106
