Ensembl	Mock1_Qun	Mock2_Qun	Mock3_Qun	NT1_Qun	NT2_Qun	NT3_Qun	T1_Qun	T2_Qun	T3_Qun
ENSG00000006118	234	193	282	178	152	147	330	178	250
ENSG00000013725	1	3	3	14	15	13	11	11	5
ENSG00000207153	0	0	0	0	0	2	0	0	1
ENSG00000256733	2	0	0	8	2	2	1	9	8
ENSG00000110446	6	4	4	9	3	3	0	7	5
ENSG00000238161	0	0	0	2	3	1	6	2	7
ENSG00000167311	21	9	27	18	8	17	31	28	35
ENSG00000129744	2	5	1	8	7	6	9	9	11
ENSG00000201279	2	0	0	2	0	1	1	2	3
ENSG00000200201	4	1	0	0	2	5	1	2	2
ENSG00000129749	44	39	42	31	27	41	48	39	53
ENSG00000251934	2	6	4	2	5	4	2	5	5
ENSG00000238304	5	3	7	2	0	3	8	3	6
ENSG00000148985	163	98	233	118	93	109	209	133	164
ENSG00000177105	80	95	89	54	35	33	58	52	66
ENSG00000228661	1	1	0	0	0	1	1	1	2
ENSG00000229368	0	0	0	1	0	0	0	0	1
ENSG00000284525	0	0	0	0	0	0	0	0	0
ENSG00000230593	9	6	13	7	8	10	13	10	9
ENSG00000206976	4	2	4	3	5	1	4	5	6
ENSG00000255232	2	0	1	6	3	5	1	2	3
ENSG00000255141	8	2	2	6	6	14	15	19	10
ENSG00000224555	0	0	2	7	0	0	1	2	1
ENSG00000240385	2	2	1	3	1	4	1	2	3
ENSG00000167325	3321	2224	3166	1299	1255	1255	2446	1731	1814
ENSG00000255276	2	5	5	2	2	1	4	0	3
ENSG00000231548	18	19	17	58	65	50	71	86	82
ENSG00000254480	5	6	8	22	18	23	37	31	27
ENSG00000255387	1	6	2	12	12	16	23	21	24
ENSG00000187079	2010	1406	1823	1218	1017	1089	1950	1453	1505
ENSG00000254688	14	18	14	15	10	15	21	19	19
ENSG00000255067	5	5	2	3	3	7	6	2	6
ENSG00000252329	6	3	4	5	6	8	10	8	3
ENSG00000203258	5	6	3	7	5	7	12	4	8
ENSG00000251381	154	110	137	132	117	134	251	178	208
ENSG00000254670	1	1	2	4	4	6	8	7	6
ENSG00000254495	16	11	9	5	5	7	11	12	11
ENSG00000085733	2327	1761	2301	815	764	765	1851	1114	1154
ENSG00000227726	0	0	0	3	0	0	0	0	1
ENSG00000279459	0	1	0	1	3	2	2	4	1
ENSG00000226627	0	0	4	2	2	4	6	8	5
ENSG00000236262	0	1	0	2	4	0	3	1	5
ENSG00000207196	0	0	0	0	0	3	1	0	0
ENSG00000280089	0	0	1	0	0	0	0	0	0
ENSG00000171671	0	1	2	1	2	1	2	2	4
ENSG00000263744	0	0	0	0	0	0	0	0	0
ENSG00000286708	3	0	0	7	10	7	7	10	8
ENSG00000172900	0	1	1	1	0	1	1	1	1
ENSG00000227097	337	347	360	124	103	103	286	158	168
ENSG00000182103	3	3	0	6	1	2	2	6	11
ENSG00000255382	5	10	5	10	8	6	4	10	10
ENSG00000255063	1	0	0	5	4	3	2	1	3
ENSG00000137509	775	496	720	429	430	395	709	540	623
ENSG00000254441	6	1	4	2	4	6	16	10	4
ENSG00000165490	704	374	613	330	349	322	621	445	479
ENSG00000242279	0	0	0	0	0	0	0	0	0
ENSG00000254698	0	1	0	2	1	2	3	3	2
ENSG00000137502	168	125	156	348	271	262	562	294	344
ENSG00000254522	2	1	1	0	0	2	2	2	1
ENSG00000207221	0	0	0	0	0	2	1	2	0
ENSG00000255503	22	14	11	48	55	58	155	101	122
ENSG00000279900	39	25	44	80	69	68	169	111	128
ENSG00000255010	0	0	0	0	0	0	0	0	0
ENSG00000254965	0	2	0	12	24	14	36	23	28
ENSG00000253826	0	0	0	0	0	0	0	0	0
ENSG00000224777	0	0	0	0	0	0	0	0	0
ENSG00000270921	0	0	0	4	0	0	0	0	0
ENSG00000255229	0	0	1	0	0	4	0	4	2
ENSG00000222225	0	0	0	0	0	0	0	0	0
ENSG00000188076	1	0	1	0	2	0	0	1	0
ENSG00000254559	0	0	0	0	0	0	0	0	0
ENSG00000283920	0	0	0	0	0	0	0	0	0
ENSG00000142082	98	86	128	115	110	102	180	120	174
ENSG00000277290	14	16	18	14	13	9	29	24	19
ENSG00000174885	0	0	0	5	1	2	4	2	4
ENSG00000255026	1	0	0	2	0	1	7	1	4
ENSG00000142102	227	135	307	269	205	206	517	256	333
ENSG00000206013	2	3	1	3	2	1	4	3	4
ENSG00000255533	0	0	0	0	0	1	0	0	0
ENSG00000254910	1	0	0	1	0	0	5	2	1
ENSG00000251661	0	4	3	10	7	11	11	12	12
ENSG00000255089	0	0	0	0	0	0	0	0	0
ENSG00000270972	0	0	0	0	0	0	1	1	0
ENSG00000182272	26	14	23	129	64	77	222	94	112
ENSG00000184363	0	0	0	0	1	0	0	1	0
ENSG00000185187	29	35	49	25	25	19	64	35	38
ENSG00000185101	4	4	2	0	1	2	2	5	4
ENSG00000243562	0	0	0	1	0	0	2	1	2
ENSG00000255237	12	6	9	2	4	2	6	7	6
ENSG00000175591	8	13	25	13	10	7	31	13	21
ENSG00000260401	0	0	0	0	0	0	0	0	0
ENSG00000256347	1	0	0	2	0	2	0	1	2
ENSG00000257038	1	0	0	1	0	1	1	1	0
ENSG00000250699	12	3	16	7	16	11	19	16	14
ENSG00000171631	1	1	0	3	7	4	4	6	14
ENSG00000288681	0	0	0	0	0	0	0	0	0
ENSG00000185885	12	5	2	5	8	9	10	3	11
ENSG00000254449	4	4	3	1	4	5	8	9	12
ENSG00000166257	53	72	62	51	49	35	91	53	66
ENSG00000254467	0	2	0	3	2	4	6	4	1
ENSG00000166261	456	277	402	388	369	372	555	497	535
ENSG00000200197	1	0	0	0	0	1	0	0	1
ENSG00000254430	0	0	0	0	1	0	0	1	0
ENSG00000274004	0	0	0	0	0	0	1	1	2
ENSG00000255311	1	1	0	3	6	1	4	6	3
ENSG00000254629	1	0	0	1	1	0	1	4	1
ENSG00000250257	0	0	0	0	1	0	0	0	1
ENSG00000254713	0	0	0	0	1	0	1	3	0
ENSG00000240174	0	1	0	0	1	3	3	0	1
ENSG00000254787	0	3	0	4	0	3	6	0	3
ENSG00000274006	0	0	0	0	2	1	2	2	0
ENSG00000276179	1	2	0	1	0	2	5	2	3
ENSG00000255555	6	2	2	3	1	1	7	5	6
ENSG00000255396	5	2	0	3	7	1	3	5	1
ENSG00000213305	2	1	4	6	4	8	7	11	8
ENSG00000254684	0	0	0	0	4	1	2	0	2
ENSG00000254897	3	8	8	17	16	18	19	10	21
ENSG00000206583	2	0	0	8	4	4	5	7	5
ENSG00000171204	711	355	744	673	545	533	1006	733	685
ENSG00000171202	236	124	289	220	173	199	287	247	292
ENSG00000179071	40	33	50	37	44	32	77	62	65
ENSG00000279742	8	7	11	17	17	12	21	17	26
ENSG00000142089	9	3	6	16	11	6	22	13	13
ENSG00000252494	23	8	17	13	15	19	18	21	27
ENSG00000254459	7	7	11	13	16	11	25	19	20
ENSG00000255449	17	22	22	31	25	22	43	35	37
ENSG00000241782	12	20	15	15	16	9	30	33	22
ENSG00000255115	5	2	8	2	4	5	10	10	9
ENSG00000254829	0	0	0	0	0	0	0	0	0
ENSG00000151364	2	3	2	13	4	5	9	7	13
ENSG00000259112	0	0	1	0	0	0	1	0	0
ENSG00000254675	0	0	0	1	0	1	0	1	0
ENSG00000151365	11	6	11	11	13	10	21	10	17
ENSG00000151366	661	408	839	177	152	158	259	262	272
ENSG00000132275	538	410	466	449	484	517	883	752	748
ENSG00000254400	0	0	0	0	0	0	0	0	0
ENSG00000166333	47	31	35	17	22	32	47	32	29
ENSG00000254641	0	0	0	0	0	0	0	0	0
ENSG00000285338	0	0	0	1	0	1	0	0	0
ENSG00000255680	1	0	0	4	4	4	0	4	3
ENSG00000255390	0	0	0	0	0	0	0	0	0
ENSG00000255410	8	3	1	12	5	9	4	14	6
ENSG00000158042	401	349	459	364	268	312	650	441	515
ENSG00000241678	4	5	5	3	4	8	6	3	4
ENSG00000254781	18	20	18	15	15	10	14	13	24
ENSG00000166341	55	51	41	124	99	107	171	134	186
ENSG00000159063	1260	804	1185	666	616	698	1298	929	956
ENSG00000254755	0	0	0	4	0	0	1	2	0
ENSG00000255363	4	5	5	3	6	2	12	10	9
ENSG00000255479	0	0	0	0	0	1	0	1	2
ENSG00000137507	1	4	3	4	4	3	8	3	4
ENSG00000254975	0	0	0	0	0	0	0	0	0
ENSG00000254632	0	0	0	0	2	0	0	0	2
ENSG00000182704	69	56	76	46	46	53	94	62	87
ENSG00000255100	3	2	3	1	0	1	7	5	4
ENSG00000261578	15	12	5	13	12	10	27	20	12
ENSG00000078124	794	511	762	633	513	489	1048	661	711
ENSG00000254988	7	2	7	4	1	4	10	2	6
ENSG00000198488	2	2	1	0	1	2	1	3	3
ENSG00000149260	27	40	44	20	23	11	54	24	32
ENSG00000254550	0	1	2	1	0	0	0	1	1
ENSG00000168014	1083	849	791	990	952	1038	1453	1255	1303
ENSG00000284922	10	2	8	7	5	13	7	7	7
ENSG00000285921	1	0	3	3	9	11	8	11	7
ENSG00000266192	0	0	0	0	0	0	0	0	0
ENSG00000149231	838	552	871	757	874	790	1231	991	925
ENSG00000183340	162	122	195	185	198	216	389	249	256
ENSG00000255679	0	0	0	1	1	2	1	1	1
ENSG00000200411	0	0	0	0	0	0	0	0	1
ENSG00000256684	0	0	0	0	0	1	0	0	2
ENSG00000287426	1	1	0	6	4	9	6	4	4
ENSG00000255188	0	0	0	3	4	1	4	3	0
ENSG00000151715	21	15	10	33	38	34	41	39	50
ENSG00000170325	570	332	412	339	295	260	526	335	330
ENSG00000233220	1	2	0	3	3	4	12	7	4
ENSG00000255057	0	2	1	1	2	3	2	6	6
ENSG00000255262	0	0	0	0	0	0	0	1	0
ENSG00000255535	0	0	0	1	0	0	0	0	0
ENSG00000244451	10	16	20	14	11	12	20	14	16
ENSG00000274197	10	9	5	1	2	5	5	7	5
ENSG00000149418	5	13	7	10	25	13	21	19	14
ENSG00000172409	287	183	245	130	117	149	184	165	210
ENSG00000255159	11	7	5	8	14	6	11	18	13
ENSG00000252905	1	1	2	3	2	0	1	2	0
ENSG00000202276	0	0	0	1	0	1	1	1	1
ENSG00000166452	141	100	169	127	109	113	255	133	172
ENSG00000176029	16	32	41	26	24	19	49	37	34
ENSG00000223080	0	1	3	1	3	1	3	4	9
ENSG00000175348	238	144	238	139	138	134	203	188	191
ENSG00000253973	7	7	7	17	28	32	29	30	28
ENSG00000175356	44	46	22	112	86	130	119	121	128
ENSG00000286935	6	1	2	8	9	11	6	13	12
ENSG00000264984	0	0	0	0	0	0	0	0	0
ENSG00000213538	6	4	5	9	17	11	17	18	18
ENSG00000184014	2388	1809	2154	2002	1664	1713	3254	2045	2326
ENSG00000255097	45	26	17	35	20	23	44	42	34
ENSG00000273725	1	0	0	0	0	1	2	1	1
ENSG00000166471	1197	603	1073	499	488	461	930	665	559
ENSG00000254884	10	3	3	5	2	9	7	7	11
ENSG00000205339	5469	3657	4511	2759	2448	2602	4927	3416	3641
ENSG00000201998	112	208	34	95	74	75	187	131	117
ENSG00000254397	21	16	13	18	22	19	28	25	25
ENSG00000110448	11	10	8	25	15	14	27	14	15
ENSG00000167987	227	165	223	113	89	108	209	154	135
ENSG00000279549	19	30	25	9	19	22	31	23	32
ENSG00000229859	2	6	4	5	7	9	3	10	7
ENSG00000256220	0	0	0	0	0	0	0	0	0
ENSG00000256713	1	6	3	9	14	9	14	21	24
ENSG00000167986	4588	3279	4144	1517	1340	1537	2928	2061	2329
ENSG00000149476	235	179	296	195	142	178	387	203	256
ENSG00000162144	194	182	262	107	104	107	274	171	212
ENSG00000279246	0	1	5	0	0	2	2	0	2
ENSG00000149532	1275	1105	1273	877	788	797	1337	1050	1062
ENSG00000279632	24	23	20	24	16	18	45	39	37
ENSG00000256591	82	92	70	64	86	66	121	131	117
ENSG00000167985	62	63	62	56	63	61	76	81	54
ENSG00000162148	41	23	34	66	57	47	182	62	57
ENSG00000255931	0	4	4	14	15	17	8	11	11
ENSG00000204950	0	0	2	2	1	5	4	1	1
ENSG00000279878	0	2	2	5	5	5	3	2	2
ENSG00000256443	3	1	1	4	2	0	2	0	1
ENSG00000276102	6	2	5	0	2	4	6	3	3
ENSG00000149016	79	80	138	115	87	86	229	132	170
ENSG00000149480	2030	1608	1783	798	719	855	1312	1051	1161
ENSG00000149499	187	164	210	173	163	194	313	243	261
ENSG00000254964	2	2	1	2	2	2	0	3	6
ENSG00000149489	6	7	6	15	12	16	16	18	22
ENSG00000149541	243	198	300	120	117	151	293	213	211
ENSG00000089597	3230	2687	2855	856	780	867	1833	1324	1351
ENSG00000185085	251	260	273	154	176	239	287	267	310
ENSG00000255432	0	0	0	0	0	0	0	0	0
ENSG00000278615	5	5	12	5	3	3	6	6	6
ENSG00000214756	54	53	59	104	108	140	134	159	157
ENSG00000206597	0	0	0	0	0	0	0	0	0
ENSG00000204922	58	48	42	53	44	54	73	84	68
ENSG00000162191	551	338	494	295	268	245	522	391	384
ENSG00000177363	5	6	6	3	11	11	10	13	16
ENSG00000234857	4	3	2	6	3	3	5	5	7
ENSG00000162188	20	23	14	11	7	6	21	19	10
ENSG00000214753	301	308	260	149	141	131	248	199	204
ENSG00000150768	1353	717	1178	657	620	675	1100	903	893
ENSG00000168539	0	1	1	8	9	10	8	15	6
ENSG00000257002	0	0	0	4	2	6	2	4	0
ENSG00000241082	0	0	0	0	0	1	0	0	1
ENSG00000285388	0	0	0	2	2	5	3	5	6
ENSG00000166352	236	154	322	154	175	140	255	187	176
ENSG00000150773	71	34	97	57	80	64	119	110	112
ENSG00000120471	10	7	3	18	18	16	23	16	13
ENSG00000133316	355	279	283	222	212	230	376	363	348
ENSG00000165325	2	5	5	15	22	21	15	18	10
ENSG00000179826	0	0	0	4	2	6	5	2	5
ENSG00000176495	0	0	0	2	1	0	1	0	1
ENSG00000176798	0	0	0	2	0	0	0	3	1
ENSG00000172487	0	0	0	0	0	0	0	0	0
ENSG00000181518	0	0	0	1	4	2	0	2	3
ENSG00000174982	0	0	0	0	0	0	0	0	0
ENSG00000181903	0	0	0	0	0	0	0	0	0
ENSG00000181767	0	0	0	0	0	0	0	0	0
ENSG00000172742	0	0	1	0	2	4	2	1	3
ENSG00000165916	1223	931	1322	501	427	499	955	720	770
ENSG00000181009	0	0	0	0	0	0	1	1	0
ENSG00000183389	4	0	2	3	6	7	7	4	2
ENSG00000171944	0	0	0	0	0	0	0	0	0
ENSG00000196341	82	62	74	117	85	88	173	127	135
ENSG00000172769	0	0	0	2	2	8	7	5	2
ENSG00000171533	5	9	8	16	20	18	29	21	25
ENSG00000182070	0	0	0	0	0	0	0	0	0
ENSG00000172324	0	0	0	1	0	3	0	3	3
ENSG00000182634	0	0	0	0	0	0	1	0	0
ENSG00000181001	0	0	1	1	2	0	2	1	1
ENSG00000172365	0	1	0	7	13	9	3	6	15
ENSG00000174937	0	0	0	0	0	0	0	0	0
ENSG00000197125	19	11	12	30	19	20	38	21	18
ENSG00000254569	0	0	0	0	0	0	1	0	0
ENSG00000196954	0	0	1	0	0	0	3	1	0
ENSG00000284715	0	0	0	0	0	0	0	0	0
ENSG00000137757	0	0	0	1	0	0	0	0	0
ENSG00000288255	0	0	0	1	0	0	0	3	0
ENSG00000254750	0	0	0	0	0	0	0	1	1
ENSG00000255430	0	0	0	0	0	0	1	0	0
ENSG00000254767	0	0	1	0	0	0	1	0	1
ENSG00000255336	0	0	0	0	0	0	0	0	1
ENSG00000280502	3	3	6	0	1	1	4	7	6
ENSG00000283691	1	0	2	2	1	0	3	1	1
ENSG00000255121	55	49	88	52	50	55	89	74	96
ENSG00000186166	722	441	804	454	467	467	749	618	654
ENSG00000240970	82	40	84	44	50	58	89	60	80
ENSG00000254428	77	46	85	44	53	48	83	65	62
ENSG00000254909	43	32	52	29	33	46	73	48	45
ENSG00000118181	3384	2004	3452	965	776	853	2226	1140	1170
ENSG00000196655	332	243	426	140	144	179	294	233	220
ENSG00000283704	0	0	0	0	0	0	0	0	0
ENSG00000255114	0	0	0	0	0	0	0	0	0
ENSG00000271751	1	7	2	4	6	10	7	11	12
ENSG00000272186	7	5	8	4	11	5	6	7	9
ENSG00000172375	258	239	205	89	121	133	216	142	188
ENSG00000172273	336	224	293	221	190	238	386	277	274
ENSG00000172350	20	23	36	18	28	26	64	34	37
ENSG00000172367	1	2	0	1	8	4	1	5	7
ENSG00000222249	5	6	1	2	3	8	4	9	1
ENSG00000076706	261	201	300	125	96	122	223	198	220
ENSG00000284148	0	0	0	0	0	0	0	0	0
ENSG00000252119	0	0	0	0	0	0	1	0	0
ENSG00000179038	89	44	77	39	60	32	91	70	75
ENSG00000287934	31	19	14	11	13	13	25	22	19
ENSG00000173020	485	462	615	324	281	296	531	415	520
ENSG00000172932	176	141	206	116	103	96	198	157	151
ENSG00000172830	102	105	119	61	60	71	140	103	113
ENSG00000287851	1	4	1	11	2	4	17	4	12
ENSG00000172613	302	227	330	210	176	197	399	221	279
ENSG00000276769	0	0	0	0	0	0	0	0	0
ENSG00000110697	232	202	210	63	83	87	137	135	144
ENSG00000167797	188	129	171	34	39	42	78	59	70
ENSG00000167791	0	0	1	3	0	0	3	2	3
ENSG00000283257	0	0	0	1	1	1	2	2	2
ENSG00000084207	1417	872	1643	406	429	458	932	669	727
ENSG00000184224	0	0	2	0	6	5	2	3	2
ENSG00000255119	0	1	0	0	1	0	2	1	0
ENSG00000167792	1313	872	1455	606	521	536	1173	781	891
ENSG00000167799	18	15	30	10	18	15	21	32	37
ENSG00000132744	0	1	0	4	6	7	2	5	9
ENSG00000227834	0	1	0	3	2	7	0	3	4
ENSG00000239559	8	1	1	3	2	2	7	10	4
ENSG00000184795	0	0	0	0	0	1	0	1	0
ENSG00000235855	0	0	0	3	4	2	2	4	3
ENSG00000285537	0	0	0	0	0	0	0	0	0
ENSG00000254883	0	1	0	0	3	3	0	0	0
ENSG00000255147	0	0	0	0	0	0	0	0	0
ENSG00000197901	1	0	0	4	7	15	8	13	16
ENSG00000149452	2	1	2	13	21	19	14	28	21
ENSG00000256041	0	0	0	2	2	2	2	2	1
ENSG00000253547	0	0	1	2	4	4	2	2	4
ENSG00000239924	0	0	0	0	0	1	0	2	2
ENSG00000256847	0	0	0	3	0	0	0	1	1
ENSG00000256181	0	0	0	1	0	0	1	0	1
ENSG00000149742	0	1	0	2	1	0	5	3	2
ENSG00000132256	151	92	162	43	51	34	132	64	68
ENSG00000132254	874	626	886	388	342	442	783	621	699
ENSG00000283977	1	0	0	2	0	3	2	2	0
ENSG00000132286	517	282	498	273	248	241	503	372	354
ENSG00000254595	61	46	29	55	26	41	90	70	70
ENSG00000166340	228	280	217	55	73	72	132	133	108
ENSG00000283415	42	35	31	28	23	40	36	52	37
ENSG00000254712	7	16	16	16	16	18	15	7	29
ENSG00000170782	19	15	13	9	14	11	9	15	15
ENSG00000134824	155	108	197	171	134	143	294	159	198
ENSG00000173113	697	498	777	215	179	220	465	300	322
ENSG00000137504	3384	1816	2685	2463	2533	2610	4166	3255	3147
ENSG00000174914	0	0	0	0	0	0	0	0	0
ENSG00000254466	0	0	2	1	2	0	2	2	3
ENSG00000188211	1545	1244	1106	582	663	745	1273	1056	1085
ENSG00000260196	317	205	275	134	140	160	272	193	203
ENSG00000255035	1	0	5	1	3	1	3	3	0
ENSG00000109906	41	41	46	83	74	40	139	104	100
ENSG00000286463	0	1	2	1	0	0	0	3	1
ENSG00000213779	11	9	7	3	6	5	8	2	9
ENSG00000197149	106	55	95	97	64	97	137	92	99
ENSG00000285545	3	8	1	11	5	6	9	7	10
ENSG00000287898	0	0	0	0	0	0	0	0	0
ENSG00000006611	19	12	21	24	21	18	68	34	39
ENSG00000188162	16	10	17	34	23	22	55	26	24
ENSG00000183801	6	13	15	10	11	4	21	17	12
ENSG00000166387	52	40	91	64	64	57	83	66	74
ENSG00000254864	1	1	0	1	0	2	2	0	1
ENSG00000166394	11	6	6	6	12	7	20	19	17
ENSG00000275612	0	0	0	0	1	0	0	0	1
ENSG00000276668	0	2	0	1	0	0	1	2	0
ENSG00000254707	0	1	0	0	4	1	0	2	1
ENSG00000227892	0	1	1	0	0	1	1	0	0
ENSG00000166408	0	0	0	0	0	0	0	0	0
ENSG00000137656	269	204	314	335	342	381	608	425	482
ENSG00000226645	1	1	1	0	0	1	0	2	1
ENSG00000109917	954	655	855	358	392	369	799	573	634
ENSG00000110243	2	0	1	6	2	7	9	10	6
ENSG00000236267	0	0	0	0	0	1	0	1	0
ENSG00000285513	0	0	0	0	0	0	0	0	0
ENSG00000110244	0	0	0	0	0	0	0	1	3
ENSG00000110245	0	0	1	0	0	2	0	1	1
ENSG00000118137	1	0	4	3	2	2	1	1	3
ENSG00000235910	29	10	21	22	15	17	50	23	19
ENSG00000160584	705	627	538	558	415	475	823	570	607
ENSG00000200537	7	2	4	2	2	2	6	3	5
ENSG00000234268	16	15	20	13	11	12	26	23	15
ENSG00000224077	1	2	1	1	2	3	6	3	5
ENSG00000225236	0	0	0	1	4	3	1	2	2
ENSG00000184478	4	0	3	2	10	16	10	13	8
ENSG00000184698	5	5	6	0	6	6	4	2	7
ENSG00000187918	6	11	12	5	1	2	4	5	1
ENSG00000168000	166	129	131	96	83	98	190	145	153
ENSG00000181963	0	1	2	0	0	1	2	4	1
ENSG00000196778	4	3	5	10	16	13	6	17	10
ENSG00000226616	1	0	1	3	1	0	1	1	2
ENSG00000182791	10	2	6	9	22	9	15	15	21
ENSG00000173992	244	158	342	161	143	159	293	206	202
ENSG00000199325	2	3	2	4	2	3	2	5	8
ENSG00000239306	1263	1134	1208	636	589	639	1248	976	1028
ENSG00000248643	92	95	63	76	69	63	142	103	105
ENSG00000173933	1044	722	755	639	679	638	1401	986	1133
ENSG00000173914	540	386	407	315	358	297	631	496	538
ENSG00000239553	0	3	2	5	3	2	6	10	4
ENSG00000213409	9	6	13	12	9	3	16	13	14
ENSG00000254984	8	4	6	8	3	6	9	9	7
ENSG00000287962	0	0	0	0	0	0	0	0	0
ENSG00000255372	6	12	5	5	7	5	10	8	4
ENSG00000199260	3	3	1	2	1	2	9	3	4
ENSG00000255259	0	0	0	0	0	0	1	0	0
ENSG00000134909	465	362	380	606	500	540	1094	556	617
ENSG00000171714	860	512	910	714	588	598	1349	775	830
ENSG00000254820	0	0	0	0	0	0	0	0	0
ENSG00000197790	0	0	0	4	2	1	0	0	1
ENSG00000171987	0	0	0	1	0	1	1	1	1
ENSG00000166693	0	0	0	0	0	0	0	0	0
ENSG00000255012	0	0	0	0	0	0	0	0	0
ENSG00000255172	0	0	0	0	0	0	0	1	0
ENSG00000197866	0	0	0	0	0	0	0	0	0
ENSG00000254795	0	0	0	0	0	0	0	0	0
ENSG00000176925	0	0	0	0	0	0	1	0	0
ENSG00000280204	0	0	0	3	4	7	1	10	1
ENSG00000284609	12	4	12	14	23	10	29	18	13
ENSG00000284680	4	6	9	3	4	3	13	9	8
ENSG00000170683	0	0	0	0	0	0	0	1	0
ENSG00000170790	43	38	52	48	40	49	57	55	44
ENSG00000172320	0	0	0	1	1	1	3	1	3
ENSG00000176893	0	1	0	0	0	2	0	1	0
ENSG00000176895	0	0	0	0	0	0	0	0	2
ENSG00000180974	1	0	4	2	0	2	1	2	0
ENSG00000181698	0	0	0	0	0	0	0	0	0
ENSG00000256739	13	3	7	7	9	13	6	10	9
ENSG00000255672	5	3	5	3	7	7	4	6	8
ENSG00000256403	9	10	2	5	8	3	4	5	4
ENSG00000237408	0	0	0	0	1	0	1	0	0
ENSG00000238048	0	0	0	3	4	6	0	0	0
ENSG00000276109	0	0	0	6	0	5	2	3	4
ENSG00000274664	0	2	0	0	0	2	0	0	1
ENSG00000227467	0	0	0	6	2	4	6	8	2
ENSG00000256633	0	0	0	1	0	0	0	0	0
ENSG00000187486	75	45	77	93	50	53	134	109	108
ENSG00000184933	34	28	44	39	47	50	51	48	48
ENSG00000197428	0	0	0	1	0	2	1	1	1
ENSG00000180785	0	0	0	0	3	0	0	7	2
ENSG00000188124	33	32	27	26	26	32	40	38	44
ENSG00000234560	0	0	0	0	0	1	0	0	1
ENSG00000110711	231	232	246	123	126	127	252	145	197
ENSG00000205497	0	0	0	2	0	0	0	0	0
ENSG00000172890	438	387	535	309	288	261	482	399	416
ENSG00000278349	0	0	0	0	0	1	1	1	0
ENSG00000254924	0	1	0	0	1	1	0	1	3
ENSG00000244411	0	0	0	3	3	2	5	6	1
ENSG00000241233	1	0	0	1	1	3	3	0	1
ENSG00000254997	0	0	0	2	1	2	1	1	2
ENSG00000286948	3	2	0	8	22	14	14	24	11
ENSG00000204572	0	0	0	0	1	0	2	0	2
ENSG00000248903	0	0	0	0	0	0	0	0	0
ENSG00000249387	0	0	0	0	0	0	0	0	0
ENSG00000184055	1	0	0	0	2	1	1	1	2
ENSG00000255562	0	0	0	0	2	0	1	0	0
ENSG00000255261	0	0	1	0	0	2	0	2	3
ENSG00000255415	0	0	0	0	2	0	1	0	0
ENSG00000284625	0	1	0	0	0	1	1	0	2
ENSG00000288033	5	12	3	5	7	7	4	13	11
ENSG00000254739	7	5	4	2	3	4	7	4	7
ENSG00000161328	25	20	19	17	10	28	21	22	25
ENSG00000167822	0	0	0	0	0	0	0	0	0
ENSG00000006071	85	106	132	109	99	83	213	134	134
ENSG00000254933	1	1	3	1	0	2	2	1	1
ENSG00000255362	2	3	3	1	4	3	4	2	4
ENSG00000137492	1593	984	1357	1114	1134	1077	1624	1156	1269
ENSG00000179240	264	209	364	389	394	388	685	552	542
ENSG00000201756	0	0	0	0	0	0	0	0	0
ENSG00000255266	0	0	0	1	6	3	1	4	2
ENSG00000180714	0	0	0	4	7	7	5	7	10
ENSG00000254749	0	0	0	2	3	5	1	2	3
ENSG00000254601	0	0	0	1	0	2	0	2	3
ENSG00000200817	0	0	0	2	0	0	0	1	1
ENSG00000254732	10	7	6	6	8	11	16	5	12
ENSG00000198561	481	322	327	451	412	390	701	533	554
ENSG00000226288	7	3	3	6	8	17	15	12	11
ENSG00000180723	0	0	0	0	1	0	0	0	0
ENSG00000167332	1	0	0	0	0	1	2	1	2
ENSG00000254737	1	0	0	0	0	1	0	0	1
ENSG00000256734	1	2	2	10	11	9	7	11	6
ENSG00000074319	502	339	585	287	267	297	509	422	392
ENSG00000256464	19	17	9	4	10	12	13	20	19
ENSG00000256588	22	7	5	16	9	14	13	21	21
ENSG00000256361	10	15	9	16	19	17	36	21	28
ENSG00000151116	282	176	304	469	421	402	701	507	517
ENSG00000274589	2	1	0	1	1	1	4	2	3
ENSG00000279837	26	24	20	35	24	25	42	30	33
ENSG00000179119	807	675	648	688	599	665	929	715	649
ENSG00000257043	7	6	5	7	9	9	8	8	6
ENSG00000129757	15	29	20	22	12	20	33	24	24
ENSG00000246250	170	111	128	151	156	170	203	215	212
ENSG00000283375	0	0	0	0	0	0	0	0	0
ENSG00000166199	319	240	383	175	211	189	344	264	247
ENSG00000213693	44	37	43	31	27	37	46	50	45
ENSG00000244926	26	26	41	25	22	31	35	40	36
ENSG00000254409	14	8	12	12	12	11	17	13	10
ENSG00000244953	3	4	1	0	2	1	3	6	3
ENSG00000205126	3	1	0	5	5	7	6	5	9
ENSG00000110455	90	76	141	109	107	82	243	135	151
ENSG00000255165	3	2	4	2	8	1	9	14	7
ENSG00000052850	99	126	121	145	145	146	287	177	258
ENSG00000151348	1369	1014	1376	798	787	796	1512	1000	1163
ENSG00000166801	2	3	5	4	2	0	2	8	5
ENSG00000173898	911	835	845	679	675	704	1241	971	1143
ENSG00000254900	5	5	2	13	7	8	14	16	16
ENSG00000166441	5889	3932	4974	2495	2388	2651	5589	3615	4014
ENSG00000200983	0	0	0	0	0	0	0	0	0
ENSG00000212607	26	29	17	10	24	12	33	19	19
ENSG00000254665	0	0	0	0	0	0	0	0	0
