ONTOLOGY;ID;Description;GeneRatio;BgRatio;pvalue;p.adjust;qvalue;geneID;Count
BP;GO:0019731;antibacterial humoral response;3/22;19/12357;4,65953979435382e-06;0,00014124230001635;0,000109437875433179;H2BC21/H2BC7/H2BS1;3
BP;GO:0061844;antimicrobial humoral immune response mediated by antimicrobial peptide;3/22;27/12357;1,39359383421731e-05;0,000397584123291409;0,000308057584405931;H2BC21/H2BC7/H2BS1;3
BP;GO:0019730;antimicrobial humoral response;3/22;40/12357;4,63717754095093e-05;0,00118370058282168;0,000917159214470627;H2BC21/H2BC7/H2BS1;3
BP;GO:0050830;defense response to Gram-positive bacterium;3/22;40/12357;4,63717754095093e-05;0,00118370058282168;0,000917159214470627;H2BC21/H2BC7/H2BS1;3
BP;GO:0030099;myeloid cell differentiation;5/22;282/12357;0,000114375756288056;0,00277361208998535;0,0021490602628861;H4C14/H4C15/FOS/JUNB/HSPA1A;5
BP;GO:0032200;telomere organization;4/22;151/12357;0,000132046963008012;0,00304965605042314;0,00236294565382759;H4C14/H4C15/H3C12/H3C1;4
BP;GO:0045637;regulation of myeloid cell differentiation;4/22;157/12357;0,000153476430738002;0,00338345767763322;0,00262158305136204;H4C14/H4C15/FOS/HSPA1A;4
BP;GO:0045653;negative regulation of megakaryocyte differentiation;2/22;15/12357;0,00031329024593238;0,00660633779466106;0,0051187468099707;H4C14/H4C15;2
BP;GO:0006959;humoral immune response;3/22;93/12357;0,000572947341143637;0,0115783108522777;0,00897114915738063;H2BC21/H2BC7/H2BS1;3
BP;GO:0042742;defense response to bacterium;3/22;102/12357;0,000750272244721115;0,0145552815475896;0,0112777764785448;H2BC21/H2BC7/H2BS1;3
BP;GO:1903706;regulation of hemopoiesis;4/22;244/12357;0,0008199325351071;0,0152948953664209;0,0118508467624791;H4C14/H4C15/FOS/HSPA1A;4
BP;GO:0071480;cellular response to gamma radiation;2/22;27/12357;0,00103382075633336;0,0185704839563586;0,0143888502928269;EGR1/H2AX;2
BP;GO:0045652;regulation of megakaryocyte differentiation;2/22;30/12357;0,00127709535560084;0,0221211159809431;0,0171399639830639;H4C14/H4C15;2
BP;GO:0006336;DNA replication-independent nucleosome assembly;2/22;31/12357;0,0013637007267268;0,022806719050431;0,0176711854606704;H4C14/H4C15;2
BP;GO:0034724;DNA replication-independent nucleosome organization;2/22;32/12357;0,00145304773470279;0,0234909383776951;0,0182013347820665;H4C14/H4C15;2
BP;GO:1902895;positive regulation of pri-miRNA transcription by RNA polymerase II;2/22;33/12357;0,00154512724228801;0,0241737649196673;0,0187304049404693;FOS/EGR1;2
BP;GO:0071478;cellular response to radiation;3/22;146/12357;0,00211039995333523;0,031985749292737;0,0247833152414696;EGR1/H2AX/H2AW;3
BP;GO:0043618;regulation of transcription from RNA polymerase II promoter in response to stress;2/22;41/12357;0,00237904383472767;0,0349647351467552;0,0270915039552721;EGR1/HSPA1A;2
BP;GO:0009617;response to bacterium;4/22;334/12357;0,00260802048875268;0,036225547809301;0,0280684114333597;H2BC21/FOS/H2BC7/H2BS1;4
BP;GO:0035914;skeletal muscle cell differentiation;2/22;43/12357;0,00261421479036193;0,036225547809301;0,0280684114333597;FOS/EGR1;2
BP;GO:1902893;regulation of pri-miRNA transcription by RNA polymerase II;2/22;44/12357;0,00273575480212782;0,0368566966397776;0,0285574404783518;FOS/EGR1;2
BP;GO:0061614;pri-miRNA transcription by RNA polymerase II;2/22;45/12357;0,00285991931731044;0,0371422883122627;0,0287787236624586;FOS/EGR1;2
BP;GO:0030219;megakaryocyte differentiation;2/22;46/12357;0,00298669947253246;0,0371422883122627;0,0287787236624586;H4C14/H4C15;2
BP;GO:0043620;regulation of DNA-templated transcription in response to stress;2/22;46/12357;0,00298669947253246;0,0371422883122627;0,0287787236624586;EGR1/HSPA1A;2
BP;GO:0009314;response to radiation;4/22;353/12357;0,00318546211304896;0,0386237281207186;0,0299265782725915;FOS/EGR1/H2AX/H2AW;4
BP;GO:0010332;response to gamma radiation;2/22;50/12357;0,0035197999526628;0,0416366579766209;0,0322610676020698;EGR1/H2AX;2
CC;GO:0000786;nucleosome;16/23;80/12900;2,29674436044598e-31;5,97153533715954e-30;3,86820102811954e-30;H2BC21/H4C14/H4C15/H2BC18/H2BC5/H2BU1/H3C14/H3C15/H2BC13/H2AX/H3C13/H2BC7/H3C12/H2AW/H2BS1/H3C1;16
CC;GO:0044815;DNA packaging complex;16/23;88/12900;1,22835398035639e-30;1,59686017446331e-29;1,03440335187907e-29;H2BC21/H4C14/H4C15/H2BC18/H2BC5/H2BU1/H3C14/H3C15/H2BC13/H2AX/H3C13/H2BC7/H3C12/H2AW/H2BS1/H3C1;16
CC;GO:0032993;protein-DNA complex;17/23;161/12900;1,72567143424459e-28;1,49558190967864e-27;9,68797998172401e-28;H2BC21/H4C14/H4C15/FOS/H2BC18/H2BC5/H2BU1/H3C14/H3C15/H2BC13/H2AX/H3C13/H2BC7/H3C12/H2AW/H2BS1/H3C1;17
CC;GO:0000228;nuclear chromosome;5/23;208/12900;2,75864268394098e-05;0,000179311774456164;0,000116153376165936;H4C14/H4C15/H2AX/H3C12/H3C1;5
CC;GO:0000781;chromosome, telomeric region;3/23;147/12900;0,00217220431902908;0,0112954624589512;0,00731689875883479;H4C14/H4C15/H2AX;3
MF;GO:0046982;protein heterodimerization activity;16/23;258/12574;1,33695422415174e-22;4,54564436211591e-21;3,51830058987299e-21;H2BC21/H4C14/H4C15/H2BC18/H2BC5/H2BU1/H3C14/H3C15/H2BC13/H2AX/H3C13/H2BC7/H3C12/H2AW/H2BS1/H3C1;16
