ONTOLOGY;ID;Description;GeneRatio;BgRatio;pvalue;p.adjust;qvalue;geneID;Count
BP;GO:0003341;cilium movement;30/1290;111/12357;6,80369167365523e-07;0,000284827274156203;0,000276184306982254;DNAH11/ATP1A4/CFAP43/DNAI4/CFAP54/CATSPERD/ADCY10/CFAP70/DNHD1/CFAP206/RSPH4A/HYDIN/ZBBX/CFAP221/SLC9B1/DNAI1/FSIP2/DNAH17/DNAI3/ARMC2/CELF3/DRC1/MEIG1/SLC22A14/CFAP53/CFAP251/ODAD4/SPAG17/TTC21A/TEKT2;30
BP;GO:0050778;positive regulation of immune response;59/1290;305/12357;1,8977147868704e-06;0,000717350151673177;0,000695582454631148;IL23R/KLRD1/CEACAM1/VTCN1/CD226/C1S/PDE4D/BTN3A1/PTAFR/IL17F/ERMAP/MYO1G/KLRK1/C2/LTA/NFKBIZ/BTK/CD74/NFATC2/KLRC2/PLA2G6/TGFB2/THEMIS2/VAV3/CD38/C4A/C4B/GPR32/HHLA2/PTPN22/PDE4B/BTN3A3/BTN2A2/SKAP1/LPXN/RAET1E/HAVCR2/LAT2/CFB/FYB2/C3/IL13/NLRC4/IFI35/CBLB/MYB/STAP1/HPX/IRF7/GPR151/CFP/PRKCH/COLEC11/TNFSF4/CGAS/A2M/BLNK/KCNN4/MASP2;59
BP;GO:0002684;positive regulation of immune system process;85/1290;494/12357;2,02509271916423e-06;0,000717350151673177;0,000695582454631148;IL23R/SOX4/KLRD1/CEACAM1/VTCN1/CD226/C1S/PDE4D/BTN3A1/PTAFR/IL17F/IL34/RIPOR2/ERMAP/MYO1G/KLRK1/HCLS1/UNC13D/C2/HES1/IRAK3/LTA/JUN/SELP/CD40LG/NFKBIZ/BTK/CD74/NFATC2/KLRC2/PLA2G6/TGFB2/THEMIS2/VAV3/CD38/C4A/C4B/GPR32/HHLA2/PTPN22/HLA-DMA/PDE4B/MMP14/BTN3A3/BTN2A2/SKAP1/LPXN/RAET1E/HAVCR2/DUSP10/LAT2/CFB/FYB2/C3/IL13/ROR2/CXCL17/NLRC4/IFI35/CSF1/CBLB/JAM2/MYB/STAP1/HCAR2/LRRK2/ITGA2B/HPX/IRF7/AGER/GPR151/HMOX1/CFP/PRKCH/COLEC11/TNFSF4/CGAS/MZB1/A2M/BLNK/KCNN4/MASP2/ZBTB16/HLA-DQA1/BCL6;85
BP;GO:0007606;sensory perception of chemical stimulus;22/1290;73/12357;2,93128467030851e-06;0,00096418327905505;0,000934925531687873;TAS2R4/OR2AT4/OR5AU1/PKD1L3/OR9A4/OR9A1P/TAS2R5/OR4F17/OR11H4/TAS2R38/TAS2R3/OR1L6/OR1L4/OR4F16/SLC24A4/OR4F3/OR52W1/OR4F29/OR1F2P/OR2B8P/OR4F21/OR10AD1;22
BP;GO:0002250;adaptive immune response;49/1290;249/12357;8,57116502783029e-06;0,0026313476635439;0,00255150049460043;IL23R/KLRD1/CEACAM1/VTCN1/CD226/C1S/BTN3A1/IL17F/KLRC1/MYO1G/IFNA5/KLRK1/UNC13D/C2/LTA/CD40LG/TNFAIP3/NFKBIZ/BTK/CD74/CLEC4A/BTLA/KLRC2/FGL1/C4A/C4B/CTSS/HLA-DMA/CRACR2A/BTN3A3/SKAP1/HAVCR2/DUSP10/LAT2/ALOX15/C3/NFKB2/RELB/HPX/IRF7/BACH2/AGER/TNFRSF11A/TNFSF4/MASP2/TNFRSF17/LILRA6/HLA-DQA1/BCL6;49
BP;GO:0030198;extracellular matrix organization;38/1290;177/12357;1,12652652904189e-05;0,00324228416639869;0,00314389837907611;ADAMTS6/TLL2/COL8A1/COL28A1/SCX/TNXB/COL8A2/OTOL1/CPB2/COL11A2/CCDC80/ADAMTS3/P4HA1/PTX3/COL19A1/ECM2/COL6A6/TGFB2/CTSS/FERMT1/MMP14/COL2A1/SPOCK2/COL4A4/COL13A1/PAPLN/AEBP1/LOX/COL24A1/NDNF/NFKB2/OLFML2B/ADAMTSL3/COL14A1/FBLN5/ADAMTS20/ADAMTSL4/COL17A1;38
BP;GO:0043062;extracellular structure organization;38/1290;178/12357;1,29116422959789e-05;0,00330322848738793;0,00320299336956388;ADAMTS6/TLL2/COL8A1/COL28A1/SCX/TNXB/COL8A2/OTOL1/CPB2/COL11A2/CCDC80/ADAMTS3/P4HA1/PTX3/COL19A1/ECM2/COL6A6/TGFB2/CTSS/FERMT1/MMP14/COL2A1/SPOCK2/COL4A4/COL13A1/PAPLN/AEBP1/LOX/COL24A1/NDNF/NFKB2/OLFML2B/ADAMTSL3/COL14A1/FBLN5/ADAMTS20/ADAMTSL4/COL17A1;38
BP;GO:0045229;external encapsulating structure organization;38/1290;178/12357;1,29116422959789e-05;0,00330322848738793;0,00320299336956388;ADAMTS6/TLL2/COL8A1/COL28A1/SCX/TNXB/COL8A2/OTOL1/CPB2/COL11A2/CCDC80/ADAMTS3/P4HA1/PTX3/COL19A1/ECM2/COL6A6/TGFB2/CTSS/FERMT1/MMP14/COL2A1/SPOCK2/COL4A4/COL13A1/PAPLN/AEBP1/LOX/COL24A1/NDNF/NFKB2/OLFML2B/ADAMTSL3/COL14A1/FBLN5/ADAMTS20/ADAMTSL4/COL17A1;38
BP;GO:0002768;immune response-regulating cell surface receptor signaling pathway;35/1290;159/12357;1,40134414604767e-05;0,00339641568028921;0,00329335283519901;KLRD1/CEACAM1/VTCN1/CD226/PDE4D/BTN3A1/CD200R1/KLRC1/ERMAP/MYO1G/NFKBIZ/BTK/BTLA/NFATC2/KLRC2/PLA2G6/THEMIS2/VAV3/CD38/GPR32/HHLA2/PTPN22/PDE4B/BTN3A3/BTN2A2/SKAP1/LPXN/LAT2/FYB2/MAPK10/CBLB/STAP1/PRKCH/BLNK/KCNN4;35
BP;GO:0006954;inflammatory response;70/1290;406/12357;1,51585441810418e-05;0,00349025479768486;0,00338434444294627;PTGER3/IL23R/IL17RE/HRH4/PTGS1/CD200R1/MYLK3/PTAFR/IL17F/IL34/SYT11/UNC13D/NFKBIA/TEK/LTA/SELP/CD40LG/TNFAIP3/OSM/NFKBIZ/BTK/HP/PTX3/THEMIS2/C4A/C4B/GPR32/MEP1B/FABP4/HAVCR2/LRRC19/PTGER4/DUSP10/SELE/NT5E/ALOX15/C3/GGT1/IL13/CXCL17/NLRC4/ECM1/IFI35/CSF1/CXCL3/IRF5/CXCL2/SAA2/ABCC2/AOC3/STAP1/CALCRL/LRRK2/MGLL/ISL1/GGT1/RELB/NLRC3/LYZ/AGER/TLR1/TNFRSF11A/HMOX1/DPEP1/HYAL1/TNFSF4/BLNK/SERPINC1/BCL6/IL17B;70
BP;GO:0006956;complement activation;10/1290;21/12357;1,77736825137514e-05;0,00389751466551548;0,00377924617660819;C1S/C2/C4A/C4B/CFB/C3/CFP/COLEC11/A2M/MASP2;10
BP;GO:0006959;humoral immune response;24/1290;93/12357;2,03234106287183e-05;0,00419604230605361;0,00406871511795632;TF/C1S/IL17F/IFNA5/C2/LTA/PLA2G6/C4A/C4B/GNLY/CFB/C3/ST6GAL1/LEAP2/CXCL3/CXCL2/HPX/LYZ/CFP/H2BC6/COLEC11/A2M/BLNK/MASP2;24
BP;GO:0098656;anion transmembrane transport;37/1290;175/12357;2,09574317131885e-05;0,00419604230605361;0,00406871511795632;LRP2/SLC6A13/SLC12A1/SLC26A4/PTAFR/ATP1A2/KCNJ10/SLC35D2/SLC37A2/SLC26A3/SLC6A20/SLC13A3/SLC17A8/SLC22A2/SLC5A5/SLC9A5/RGS4/SLC25A2/SLC9C2/SLC35D2/SLC9A8/SLC26A7/SLC4A4/GLRA1/SLC24A4/SLC25A18/SLC12A8/SLC13A4/SLC25A31/SLC16A3/SLC4A5/SLC1A7/CLIC2/CLTRN/SLC4A8/SLC3A1/GABRR2;37
BP;GO:0046942;carboxylic acid transport;35/1290;165/12357;3,22794399837009e-05;0,00619361754687262;0,00600567475486226;LRP2/SLC6A13/CEACAM1/SLC26A4/ATP1A2/SLC6A12/KCNJ10/SLC35D2/SLC26A3/SLC16A14/SLC6A20/SLC16A6/SLC13A3/SLC17A8/SLC22A2/PLA2G12B/PLA2G6/SLC16A9/RGS4/SLC25A2/SLCO2B1/SLC35D2/CLN3/ABCC2/SLC26A7/SLC7A7/SLC25A18/SLC51A/SLC10A1/TNFRSF11A/SLC16A3/SLC10A5/SLC1A7/CLTRN/SLC3A1;35
BP;GO:0002252;immune effector process;59/1290;338/12357;4,87177197559523e-05;0,00897380397904641;0,00870149756651577;IL23R/KLRD1/CEACAM1/CD226/C1S/PTAFR/IL17F/KLRC1/FER1L5/MYO1G/IFNA5/KLRK1/UNC13D/C2/IRAK3/LTA/CD40LG/NFKBIZ/BTK/CD74/PTX3/KMT2E/KLRC2/PLA2G6/TGFB2/VAV3/C4A/C4B/PTPN22/HLA-DMA/CRACR2A/BTN3A3/RAET1E/HAVCR2/PTGER4/DUSP10/LAT2/CFB/C3/IL13/IFI35/MILR1/MYB/STAP1/RELB/HPX/IRF7/AGER/HMOX1/CFP/COLEC11/TNFSF4/CGAS/MZB1/IRF8/A2M/MASP2/HLA-DQA1/BCL6;59
BP;GO:0002429;immune response-activating cell surface receptor signaling pathway;31/1290;144/12357;6,67092781506408e-05;0,0113776379956926;0,0110323882228077;KLRD1/CEACAM1/VTCN1/CD226/PDE4D/BTN3A1/ERMAP/MYO1G/NFKBIZ/BTK/NFATC2/KLRC2/PLA2G6/THEMIS2/VAV3/CD38/GPR32/HHLA2/PTPN22/PDE4B/BTN3A3/BTN2A2/SKAP1/LPXN/LAT2/FYB2/CBLB/STAP1/PRKCH/BLNK/KCNN4;31
BP;GO:0002757;immune response-activating signal transduction;31/1290;144/12357;6,67092781506408e-05;0,0113776379956926;0,0110323882228077;KLRD1/CEACAM1/VTCN1/CD226/PDE4D/BTN3A1/ERMAP/MYO1G/NFKBIZ/BTK/NFATC2/KLRC2/PLA2G6/THEMIS2/VAV3/CD38/GPR32/HHLA2/PTPN22/PDE4B/BTN3A3/BTN2A2/SKAP1/LPXN/LAT2/FYB2/CBLB/STAP1/PRKCH/BLNK/KCNN4;31
BP;GO:0001539;cilium or flagellum-dependent cell motility;21/1290;82/12357;7,4233354253117e-05;0,0115251924321973;0,0111754651802688;DNAH11/ATP1A4/CFAP43/CFAP54/CATSPERD/CFAP206/RSPH4A/SLC9B1/DNAI1/FSIP2/DNAH6/DNAH17/DNAI3/ARMC2/CELF3/DRC1/MEIG1/SLC22A14/CFAP251/TTC21A/TEKT2;21
BP;GO:0060285;cilium-dependent cell motility;21/1290;82/12357;7,4233354253117e-05;0,0115251924321973;0,0111754651802688;DNAH11/ATP1A4/CFAP43/CFAP54/CATSPERD/CFAP206/RSPH4A/SLC9B1/DNAI1/FSIP2/DNAH6/DNAH17/DNAI3/ARMC2/CELF3/DRC1/MEIG1/SLC22A14/CFAP251/TTC21A/TEKT2;21
BP;GO:0098742;cell-cell adhesion via plasma-membrane adhesion molecules;27/1290;119/12357;7,53459504597915e-05;0,0115251924321973;0,0111754651802688;CNTN2/PCDHB13/PCDHB14/PCDHB12/PCDHB15/CEACAM1/PCDHB11/ROBO2/PCDHB10/PCDHB16/HMCN1/CELSR3/SELP/CEACAM8/CLDN14/FLRT3/DCHS1/TGFB2/MBP/SELE/PCDH9/IGSF9/MILR1/CDH12/CLDN4/MYOT/CDH1;27
BP;GO:0050851;antigen receptor-mediated signaling pathway;26/1290;113/12357;7,93403017955623e-05;0,0115251924321973;0,0111754651802688;CEACAM1/VTCN1/CD226/PDE4D/BTN3A1/ERMAP/NFKBIZ/BTK/NFATC2/THEMIS2/VAV3/CD38/HHLA2/PTPN22/PDE4B/BTN3A3/BTN2A2/SKAP1/LPXN/LAT2/FYB2/CBLB/STAP1/PRKCH/BLNK/KCNN4;26
BP;GO:0007156;homophilic cell adhesion via plasma membrane adhesion molecules;18/1290;65/12357;8,00881993116856e-05;0,0115251924321973;0,0111754651802688;CNTN2/PCDHB13/PCDHB14/PCDHB12/PCDHB15/CEACAM1/PCDHB11/ROBO2/PCDHB10/PCDHB16/HMCN1/CELSR3/DCHS1/PCDH9/IGSF9/CDH12/MYOT/CDH1;18
BP;GO:0015711;organic anion transport;42/1290;222/12357;9,49176254901568e-05;0,0132453231933992;0,0128433992768499;LRP2/SLC6A13/SLC2A3/CEACAM1/SLC26A4/ATP1A2/SLC6A12/KCNJ10/SLC35D2/SLC26A3/SLC16A14/SLC6A20/SLC16A6/SLC13A3/SLC17A8/SLC22A2/PLA2G12B/PLA2G6/SLC16A9/RGS4/SLC25A2/SLCO2B1/SLC35D2/CLN3/ABCC2/SLC26A7/SLC4A4/SLC7A7/SLC25A18/SLC51A/SLC10A1/SLC25A31/TNFRSF11A/SLC16A3/SLC4A5/SLCO6A1/SLC10A5/SLC1A7/CLTRN/MTTP/SLC4A8/SLC3A1;42
BP;GO:0098810;neurotransmitter reuptake;9/1290;21/12357;0,000131113750761563;0,0175395198560725;0,0170072902976078;SLC6A13/ATP1A2/SLC6A12/KCNJ10/SLC22A2/SLC6A4/SLC22A1/SLC1A7/PRKN;9
BP;GO:0071805;potassium ion transmembrane transport;25/1290;110/12357;0,000133307968504351;0,0175395198560725;0,0170072902976078;KCNJ6/KCNB1/ATP1A4/SLC12A1/ATP1A2/KCND3/KCNJ10/KCNT2/KCNMB2/KCNN1/WNK4/KCNS1/SLC9A5/RGS4/CACNA1D/SLC9C2/KCNJ8/KCNMA1/KCNJ13/SLC9A8/SLC24A4/SNAP25/SLC12A8/KCNN4/KCND1;25
BP;GO:0007187;G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger;8/1290;17/12357;0,000141348768917786;0,0180808633574001;0,0175322069517324;HRH4/TSHR/LHCGR/CHRM5/OR11H4/HTR2C/CALCRL/SSTR2;8
BP;GO:0007188;adenylate cyclase-modulating G protein-coupled receptor signaling pathway;23/1290;98/12357;0,000146444693856567;0,0182264274380944;0,0176733539499163;PTGER3/ARRDC3/NPR3/PDE4D/HRH4/AKAP5/LGR5/TSHR/ADCY4/LHCGR/CHRM5/PDE4B/ADCYAP1R1/CACNA1D/PTGER4/S1PR1/RGS1/ADGRB3/CALCRL/CRHR1/SSTR2/ADCY5/MRAP2;23
BP;GO:0001504;neurotransmitter uptake;10/1290;26/12357;0,00016414025806833;0,0195490096423188;0,0189558029379316;SLC6A13/ATP1A2/SLC6A12/KCNJ10/SLC22A2/SLC6A4/SLC22A1/SNAP25/SLC1A7/PRKN;10
BP;GO:0035082;axoneme assembly;16/1290;57/12357;0,000165561645179247;0,0195490096423188;0,0189558029379316;CFAP43/DNAI4/CFAP206/RSPH4A/HYDIN/DNAJB13/DNAI1/FSIP2/DNAH17/DNAI3/ARMC2/DRC1/MEIG1/ODAD4/SPAG17/TEKT2;16
BP;GO:0098657;import into cell;29/1290;139/12357;0,000201454012281791;0,0231923931639412;0,0224886294762989;LRP2/KCNJ6/SLC6A13/SLC2A3/ATP1A4/SLC12A1/ATP1A2/SLC6A12/KCNJ10/SLC6A20/SLC22A2/SLC8A1/WNK4/SLC9A5/RGS4/SLC6A4/SLC9C2/KCNJ8/KCNJ13/SLC22A1/SPX/SLC39A5/SLC24A4/SNAP25/SLC12A8/SLC1A7/CLTRN/PRKN/ACSL5;29
BP;GO:0007601;visual perception;25/1290;113/12357;0,000209239655933473;0,0235011857456986;0,0227880518734221;LRIT3/RRH/KCNJ10/POU6F2/HMCN1/KRT12/CABP4/CACNB2/IMPG2/DHRS3/FAM161A/RORB/GUCA1B/COL2A1/RPGRIP1/PDC/PDE6G/CRYBA1/PDE6C/GLRA1/PPEF2/SLITRK6/SPATA7/RGS16/GABRR2;25
BP;GO:0046058;cAMP metabolic process;8/1290;18/12357;0,000231220980932725;0,025351728980838;0,0245824411307423;PDE4C/PDE4D/ADCY10/PDE7B/ADCY4/PDE4B/PDE4C/ADCY5;8
BP;GO:0050953;sensory perception of light stimulus;25/1290;115/12357;0,000279119967971805;0,0298918012211666;0,0289847467352851;LRIT3/RRH/KCNJ10/POU6F2/HMCN1/KRT12/CABP4/CACNB2/IMPG2/DHRS3/FAM161A/RORB/GUCA1B/COL2A1/RPGRIP1/PDC/PDE6G/CRYBA1/PDE6C/GLRA1/PPEF2/SLITRK6/SPATA7/RGS16/GABRR2;25
BP;GO:0015718;monocarboxylic acid transport;15/1290;54/12357;0,000298186002902853;0,0312078759856281;0,0302608857491364;SLC6A13/CEACAM1/SLC6A12/SLC16A14/SLC16A6/PLA2G12B/PLA2G6/SLC16A9/SLCO2B1/ABCC2/SLC51A/SLC10A1/TNFRSF11A/SLC16A3/SLC10A5;15
BP;GO:0030199;collagen fibril organization;12/1290;38/12357;0,000325042245396589;0,0332626564455842;0,0322533147361948;TLL2/SCX/TNXB/COL11A2/ADAMTS3/P4HA1/TGFB2/COL2A1/COL13A1/AEBP1/LOX/COL14A1;12
BP;GO:0016339;calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules;8/1290;19/12357;0,000363004953911861;0,0361382345322034;0,0350416345815434;PCDHB13/PCDHB14/PCDHB11/PCDHB10/PCDHB16/SELP/DCHS1/CDH12;8
BP;GO:0006813;potassium ion transport;25/1290;117/12357;0,000368837572858536;0,0361382345322034;0,0350416345815434;KCNJ6/KCNB1/ATP1A4/SLC12A1/ATP1A2/KCND3/KCNJ10/KCNT2/KCNMB2/KCNN1/WNK4/KCNS1/SLC9A5/RGS4/CACNA1D/SLC9C2/KCNJ8/KCNMA1/KCNJ13/SLC9A8/SLC24A4/SNAP25/SLC12A8/KCNN4/KCND1;25
BP;GO:0060294;cilium movement involved in cell motility;18/1290;73/12357;0,000394046402862913;0,0378038267746607;0,0366566851084315;DNAH11/ATP1A4/CFAP43/CFAP54/CATSPERD/CFAP206/RSPH4A/SLC9B1/DNAI1/FSIP2/DNAI3/ARMC2/CELF3/MEIG1/SLC22A14/CFAP251/TTC21A/TEKT2;18
BP;GO:0009617;response to bacterium;55/1290;334/12357;0,000405220246410785;0,0380824333616667;0,0369268374924716;IL23R/TF/MRC1/PTAFR/IL17F/CUBN/SYT11/PPARGC1A/NFKBIA/HMCN1/IL12RB2/IRAK3/LTA/JUN/SELP/CCDC80/TNFAIP3/HP/PPM1D/PLA2G6/C4B/PTPN22/PDE4B/GNLY/FABP4/HAVCR2/PTGER4/DUSP10/SELE/C3/GGT1/IL13/RGS1/UPK1B/KCNJ8/NLRC4/CYP2E1/LEAP2/CXCL3/IRF5/CXCL2/ABCC2/STAB2/STAP1/NFKB2/GGT1/IKZF3/LYZ/TLR1/TNFRSF11A/CFP/H2BC6/TNFSF4/FAM20A/IRF8;55
BP;GO:1990573;potassium ion import across plasma membrane;9/1290;24/12357;0,00043652378757642;0,0402038408357883;0,0389838717241932;KCNJ6/ATP1A4/SLC12A1/ATP1A2/KCNJ10/WNK4/KCNJ8/KCNJ13/SLC12A8;9
BP;GO:0008277;regulation of G protein-coupled receptor signaling pathway;21/1290;93/12357;0,000489410172912012;0,0441908597305847;0,0428499061608412;ARRDC3/CNTN2/RGS13/PLCE1/PHF24/GPRASP1/RGS5/RGS4/PDE4B/C3/RGS1/PDC/PDE6G/SLC24A4/MRAP2/MGLL/BECN2/ACP3/NECAB2/RGS16/RGS3;21
BP;GO:0002455;humoral immune response mediated by circulating immunoglobulin;8/1290;20/12357;0,000549981965987625;0,0487051337187118;0,0472271963505972;C1S/C2/LTA/C4A/C4B/C3/HPX/MASP2;8
CC;GO:0030312;external encapsulating structure;66/1354;275/12900;6,79276287038689e-11;1,66083052180959e-08;1,46580672466243e-08;ADAMTS6/COL20A1/LTBP2/LAMA4/TECTA/VCAN/ABI3BP/COL8A1/COL28A1/TNXB/COL8A2/HMCN1/OTOL1/COL11A2/CCDC80/IMPG2/ITIH2/ADAMTS3/PTX3/COL19A1/ECM2/FLRT3/COL6A6/LRRN3/ITIH1/FGL1/TGFB2/MGP/CTSS/MMP14/COL2A1/SPOCK2/COL4A4/SEMA3B/CTHRC1/COL13A1/PAPLN/LRRN2/OGN/OMD/ECM1/LRRTM4/LRIG3/AEBP1/LOX/COL24A1/WNT3/NDNF/LRRC17/OLFML2B/ASPN/HPX/ZP1/ADAMTSL3/COL14A1/FBLN5/ADAMTS20/ADAMTSL4/CFP/UCMA/LMAN1L/LGALS3BP/COL17A1/LRRTM3/A2M/SERPINC1;66
CC;GO:0031012;extracellular matrix;66/1354;275/12900;6,79276287038689e-11;1,66083052180959e-08;1,46580672466243e-08;ADAMTS6/COL20A1/LTBP2/LAMA4/TECTA/VCAN/ABI3BP/COL8A1/COL28A1/TNXB/COL8A2/HMCN1/OTOL1/COL11A2/CCDC80/IMPG2/ITIH2/ADAMTS3/PTX3/COL19A1/ECM2/FLRT3/COL6A6/LRRN3/ITIH1/FGL1/TGFB2/MGP/CTSS/MMP14/COL2A1/SPOCK2/COL4A4/SEMA3B/CTHRC1/COL13A1/PAPLN/LRRN2/OGN/OMD/ECM1/LRRTM4/LRIG3/AEBP1/LOX/COL24A1/WNT3/NDNF/LRRC17/OLFML2B/ASPN/HPX/ZP1/ADAMTSL3/COL14A1/FBLN5/ADAMTS20/ADAMTSL4/CFP/UCMA/LMAN1L/LGALS3BP/COL17A1/LRRTM3/A2M/SERPINC1;66
