gene_id	CK0816_S1.htseq.count	CK0817_S2.htseq.count	CK0818_S3.htseq.count	CK0819_S4.htseq.count	CK0820_S5.htseq.count	CK0821_S6.htseq.count	CK0822_S7.htseq.count	CK0823_S8.htseq.count	CK0824_S9.htseq.count
ENSG00000248174	14	18	50	67	74	69	114	76	98
ENSG00000248176	5	0	3	0	0	4	4	2	5
ENSG00000248180	57	42	30	55	27	35	102	49	38
ENSG00000248184	0	0	0	0	0	0	0	0	0
ENSG00000248185	0	0	0	1	1	0	0	0	1
ENSG00000248187	0	1	2	9	10	5	19	8	11
ENSG00000248188	0	0	0	17	5	10	12	2	8
ENSG00000248191	0	0	0	0	0	0	0	0	0
ENSG00000248192	5	1	7	15	24	15	34	26	34
ENSG00000248195	0	0	0	0	0	0	0	1	0
ENSG00000248196	20	22	29	47	8	34	23	38	42
ENSG00000248197	0	0	0	2	2	6	1	2	1
ENSG00000248199	0	0	0	0	0	1	1	0	0
ENSG00000248200	3	4	2	21	7	6	21	19	14
ENSG00000248202	5	0	2	3	0	1	1	6	0
ENSG00000248203	2	0	0	1	1	3	2	2	1
ENSG00000248205	0	0	0	0	0	0	0	0	0
ENSG00000248206	43	24	70	44	40	52	90	44	93
ENSG00000248208	0	0	1	0	0	0	0	0	0
ENSG00000248209	0	0	0	0	0	0	2	0	1
ENSG00000248210	5	2	5	8	5	5	16	3	8
ENSG00000248211	18	19	11	24	22	23	33	28	35
ENSG00000248213	108	121	87	45	55	66	58	96	102
ENSG00000248215	1	0	6	3	0	4	5	3	1
ENSG00000248216	17	14	22	8	13	10	6	10	9
ENSG00000248221	23	19	15	9	15	11	12	13	15
ENSG00000248222	8	4	6	18	17	14	35	22	31
ENSG00000248223	0	0	0	0	0	0	0	0	0
ENSG00000248227	0	0	0	1	0	0	0	1	1
ENSG00000248228	256	152	244	231	247	210	339	256	317
ENSG00000248229	0	0	0	0	0	0	0	0	1
ENSG00000248231	5	8	11	24	8	8	13	21	8
ENSG00000248234	1	0	1	0	0	1	1	0	0
ENSG00000248235	0	0	0	0	0	0	0	0	0
ENSG00000248236	0	0	0	0	0	0	0	0	0
ENSG00000248237	0	0	0	0	0	0	0	0	0
ENSG00000248238	0	0	0	0	0	0	0	0	0
ENSG00000248240	7	7	20	10	14	14	27	22	27
ENSG00000248242	0	0	0	0	1	0	0	5	0
ENSG00000248243	0	4	0	12	11	6	18	25	17
ENSG00000248245	1	1	0	3	7	3	5	14	3
ENSG00000248249	3	3	7	5	15	7	29	13	4
ENSG00000248254	3	1	4	7	2	4	14	6	15
ENSG00000248256	9	12	8	9	12	10	31	15	5
ENSG00000248257	0	0	1	7	9	8	6	6	5
ENSG00000248259	0	0	0	0	0	0	0	0	0
ENSG00000248261	21	23	29	34	26	28	52	49	23
ENSG00000248262	3	0	0	1	3	0	1	0	0
ENSG00000248265	32	8	14	106	103	100	125	131	151
ENSG00000248266	8	5	11	16	6	10	15	22	28
ENSG00000248268	2	3	5	10	6	1	4	8	8
ENSG00000248271	0	0	0	0	0	0	0	0	0
ENSG00000248275	167	88	186	102	105	90	226	153	145
ENSG00000248278	14	2	23	33	26	15	56	29	38
ENSG00000248279	1	0	0	12	13	20	3	9	7
ENSG00000248281	0	0	0	0	0	0	0	0	0
ENSG00000248282	3	0	0	0	1	0	1	7	2
ENSG00000248283	5	14	8	6	1	4	14	13	4
ENSG00000248285	0	0	0	0	0	0	0	0	0
ENSG00000248286	0	0	0	0	0	0	2	0	0
ENSG00000248287	0	0	0	1	1	0	1	0	5
ENSG00000248288	4	6	0	20	14	9	14	9	9
ENSG00000248290	0	0	1	8	5	3	5	8	12
ENSG00000248293	0	0	0	0	0	0	0	0	0
ENSG00000248295	11	18	3	7	6	6	22	16	23
ENSG00000248296	2	1	1	12	2	4	20	10	4
ENSG00000248300	2	5	0	3	1	10	4	5	0
ENSG00000248302	0	0	0	0	0	0	0	0	0
ENSG00000248305	0	1	0	14	3	13	17	3	5
ENSG00000248307	3	4	1	27	12	6	13	22	18
ENSG00000248308	0	0	0	0	0	0	0	0	0
ENSG00000248309	75	56	52	170	122	141	293	176	166
ENSG00000248311	0	0	0	0	0	0	0	0	0
ENSG00000248313	0	0	0	0	0	0	0	0	0
ENSG00000248315	0	0	0	0	0	0	0	0	0
ENSG00000248317	1	0	0	0	0	3	0	0	0
ENSG00000248318	2	3	1	9	12	11	7	4	4
ENSG00000248319	1	0	1	11	19	13	12	19	10
ENSG00000248320	0	0	0	0	0	0	0	0	0
ENSG00000248322	0	0	0	0	1	1	1	4	3
ENSG00000248323	47	48	43	38	61	39	80	55	82
ENSG00000248327	5	0	2	7	13	4	4	7	17
ENSG00000248328	0	0	0	0	0	0	0	0	0
ENSG00000248329	0	0	0	1	1	0	0	0	0
ENSG00000248330	1	0	0	0	0	0	0	0	0
ENSG00000248332	0	0	1	3	5	0	2	3	1
ENSG00000248333	520	440	615	253	260	281	447	385	472
ENSG00000248334	0	0	0	1	0	0	1	1	0
ENSG00000248335	21	6	3	5	11	3	19	15	12
ENSG00000248336	0	0	0	0	0	0	0	0	0
ENSG00000248337	0	0	0	0	0	0	0	0	0
ENSG00000248338	0	0	0	0	0	0	0	0	0
ENSG00000248339	0	0	0	0	1	0	0	0	0
ENSG00000248340	8	8	12	6	14	22	25	10	7
ENSG00000248343	0	0	0	0	1	0	0	0	0
ENSG00000248346	0	0	0	6	1	1	3	7	2
ENSG00000248347	0	0	1	1	2	4	2	3	1
ENSG00000248349	0	0	0	0	0	0	0	0	0
ENSG00000248350	0	0	2	0	4	0	2	0	0
ENSG00000248351	0	0	1	1	0	3	0	0	0
ENSG00000248355	0	0	0	0	0	0	0	5	1
ENSG00000248356	2	1	1	2	1	0	0	1	2
ENSG00000248358	0	0	0	0	5	0	3	2	1
ENSG00000248359	0	0	0	2	0	1	3	0	1
ENSG00000248360	1	0	4	5	19	6	2	5	12
ENSG00000248362	0	0	4	1	0	1	0	0	0
ENSG00000248363	0	0	0	0	0	1	0	0	0
ENSG00000248364	0	0	0	0	0	0	1	0	0
ENSG00000248365	0	0	0	0	0	1	0	1	0
ENSG00000248366	0	0	0	2	0	0	0	0	1
ENSG00000248367	26	41	49	11	25	23	61	32	29
ENSG00000248369	0	0	0	0	0	0	0	0	0
ENSG00000248370	0	0	0	0	0	0	0	0	0
ENSG00000248371	0	0	1	4	2	1	2	0	1
ENSG00000248373	0	1	0	5	3	2	3	3	2
ENSG00000248374	3	0	1	4	0	0	3	5	0
ENSG00000248375	0	0	0	0	0	0	0	0	0
ENSG00000248376	0	0	0	0	0	0	2	0	0
ENSG00000248377	0	0	0	0	0	4	0	0	0
ENSG00000248378	0	0	1	1	0	1	12	5	2
ENSG00000248383	2	0	4	9	22	10	8	19	18
ENSG00000248385	1	0	0	4	1	1	1	0	1
ENSG00000248387	0	1	0	0	0	0	0	0	0
ENSG00000248388	1	0	0	2	2	3	2	3	1
ENSG00000248391	0	0	0	0	1	1	0	0	0
ENSG00000248393	3	0	0	13	4	4	4	17	2
ENSG00000248394	9	12	7	6	10	7	8	13	3
ENSG00000248396	0	0	0	0	0	0	0	0	0
ENSG00000248397	0	0	0	1	4	0	1	0	2
ENSG00000248399	1	0	0	3	10	4	9	3	5
ENSG00000248400	1	0	2	5	9	4	7	5	10
ENSG00000248401	27	36	20	29	21	13	34	15	28
ENSG00000248403	0	0	0	2	0	0	0	0	2
ENSG00000248405	12	14	9	16	14	1	21	22	14
ENSG00000248406	0	0	0	0	0	0	0	0	0
ENSG00000248408	0	0	1	0	1	1	0	0	1
ENSG00000248409	1	1	4	1	2	3	3	2	3
ENSG00000248415	48	57	17	33	50	26	84	43	47
ENSG00000248416	3	9	11	5	3	6	13	11	9
ENSG00000248417	0	0	0	0	0	0	0	0	0
ENSG00000248418	0	0	0	0	0	0	0	0	0
ENSG00000248419	0	0	0	0	1	4	0	0	0
ENSG00000248420	0	0	0	0	0	0	0	0	0
ENSG00000248422	0	0	0	0	0	0	0	0	0
ENSG00000248423	45	40	28	26	20	35	30	33	35
ENSG00000248424	2	1	2	0	1	1	0	1	0
ENSG00000248425	0	0	0	0	0	0	0	0	0
ENSG00000248426	0	0	0	0	0	0	0	0	0
ENSG00000248428	0	1	0	1	0	0	0	1	1
ENSG00000248429	2	1	2	6	1	0	2	1	0
ENSG00000248430	0	1	0	0	0	0	0	1	0
ENSG00000248431	0	1	0	5	5	5	4	14	6
ENSG00000248434	0	0	0	0	0	0	0	0	0
ENSG00000248439	0	1	0	4	2	3	1	2	5
ENSG00000248440	0	0	0	0	1	0	1	1	1
ENSG00000248441	46	34	49	82	60	49	221	44	78
ENSG00000248442	0	0	0	0	0	0	1	0	0
ENSG00000248443	0	0	0	0	0	1	0	0	2
ENSG00000248444	0	0	0	0	1	0	0	0	0
ENSG00000248445	205	136	187	111	152	130	202	178	179
ENSG00000248447	0	0	0	0	0	0	0	0	0
ENSG00000248448	0	0	0	0	2	1	0	0	0
ENSG00000248449	3	8	3	8	27	12	18	21	40
ENSG00000248452	0	0	0	0	0	0	0	0	0
ENSG00000248455	1	0	0	0	0	0	1	1	1
ENSG00000248456	0	0	0	0	0	0	0	0	0
ENSG00000248457	0	0	0	0	0	0	0	0	1
ENSG00000248458	1	0	0	5	2	2	4	7	1
ENSG00000248459	1	1	0	4	5	4	8	4	5
ENSG00000248461	0	0	0	8	4	2	3	4	6
ENSG00000248462	0	0	0	0	0	0	0	0	0
ENSG00000248464	0	0	0	0	0	0	1	1	0
ENSG00000248466	1	1	1	0	0	0	0	0	0
ENSG00000248468	11	10	13	12	8	7	13	6	6
ENSG00000248469	0	0	1	0	1	0	0	1	1
ENSG00000248471	0	0	0	0	0	0	0	0	0
ENSG00000248472	0	0	0	0	0	0	0	0	0
ENSG00000248473	11	13	3	23	19	31	39	28	48
ENSG00000248474	0	1	0	1	1	1	5	1	3
ENSG00000248475	0	0	0	1	1	0	1	3	1
ENSG00000248476	136	119	72	69	78	86	151	109	124
ENSG00000248477	0	0	0	0	0	0	0	0	0
ENSG00000248479	8	2	10	24	6	7	30	9	9
ENSG00000248480	0	0	0	0	1	1	0	0	0
ENSG00000248482	4	3	4	5	7	13	17	30	9
ENSG00000248483	176	93	223	215	226	194	274	268	324
ENSG00000248484	0	0	1	1	1	0	0	0	1
ENSG00000248485	1	1	2	18	10	10	32	19	15
ENSG00000248487	71	40	90	42	46	36	100	84	65
ENSG00000248488	0	0	0	0	0	0	0	0	0
ENSG00000248489	148	119	120	228	234	212	431	328	293
ENSG00000248490	0	1	0	1	0	1	3	2	1
ENSG00000248491	0	1	0	1	0	1	0	0	2
ENSG00000248492	0	0	0	1	0	0	1	0	0
ENSG00000248493	0	1	0	6	4	7	3	0	1
ENSG00000248494	0	0	0	2	1	1	2	2	1
ENSG00000248498	3	1	3	17	2	3	28	1	6
ENSG00000248503	18	7	22	52	50	40	55	55	64
ENSG00000248505	0	0	0	1	1	1	0	5	1
ENSG00000248506	1	7	4	0	1	3	6	3	8
ENSG00000248507	0	1	0	0	0	0	0	0	0
ENSG00000248508	115	76	182	98	97	93	237	172	148
ENSG00000248510	1	0	0	1	0	1	0	2	0
ENSG00000248511	0	0	0	0	1	0	0	1	0
ENSG00000248514	1	1	0	4	0	1	1	3	3
ENSG00000248515	0	0	0	0	0	0	1	0	1
ENSG00000248516	1	5	0	0	2	0	3	0	2
ENSG00000248517	0	0	0	0	0	0	1	0	1
ENSG00000248518	0	0	0	0	0	0	0	0	0
ENSG00000248521	12	9	15	9	9	17	11	10	20
ENSG00000248522	2	2	3	1	1	1	2	0	0
ENSG00000248525	2	0	0	1	3	1	2	1	5
ENSG00000248527	449	685	237	202	237	296	464	420	428
ENSG00000248528	0	0	0	0	0	0	0	0	1
ENSG00000248529	2	5	1	3	5	11	2	9	9
ENSG00000248530	0	0	0	0	0	1	1	0	0
ENSG00000248531	4	1	1	1	0	0	1	0	0
ENSG00000248532	0	0	1	0	0	0	1	0	0
ENSG00000248533	0	0	0	5	1	1	1	1	1
ENSG00000248537	0	0	0	0	0	0	0	0	0
ENSG00000248538	34	28	57	79	62	67	109	78	82
ENSG00000248539	1	0	0	0	1	4	4	0	1
ENSG00000248540	0	1	2	6	5	0	1	2	1
ENSG00000248542	0	0	0	0	0	0	0	0	0
ENSG00000248543	0	0	0	4	7	5	6	10	3
ENSG00000248544	7	8	12	15	8	3	16	4	8
ENSG00000248545	1	0	0	7	3	7	11	21	14
ENSG00000248546	4	2	4	5	0	2	2	7	0
ENSG00000248547	0	0	0	0	0	0	0	0	0
ENSG00000248548	0	0	0	0	0	0	0	0	0
ENSG00000248550	0	0	1	13	20	10	19	24	25
ENSG00000248551	0	0	0	0	0	0	0	1	0
ENSG00000248552	0	0	2	3	1	2	1	2	0
ENSG00000248553	2	1	2	0	0	0	2	1	0
ENSG00000248554	5	6	10	7	16	11	33	19	18
ENSG00000248555	36	10	33	61	41	50	97	64	82
ENSG00000248557	28	11	16	25	32	25	49	38	40
ENSG00000248559	16	10	20	27	25	41	35	30	39
ENSG00000248560	0	0	0	1	1	1	0	0	4
ENSG00000248564	0	0	0	0	1	0	0	1	0
ENSG00000248565	3	2	1	0	1	9	3	6	7
ENSG00000248567	0	0	0	0	0	0	0	0	0
ENSG00000248568	0	0	1	1	0	2	0	1	0
ENSG00000248569	81	47	62	66	44	52	106	69	67
ENSG00000248571	2	1	2	4	5	18	4	2	8
ENSG00000248572	0	1	0	6	5	1	7	1	7
ENSG00000248573	0	0	0	0	0	0	0	0	0
ENSG00000248574	0	0	0	0	0	0	0	2	0
ENSG00000248576	7	5	4	23	15	19	33	33	27
ENSG00000248577	1	0	0	0	0	0	0	0	2
ENSG00000248578	61	30	49	14	14	8	23	22	23
ENSG00000248583	5	5	5	7	20	10	38	25	16
ENSG00000248585	40	17	15	21	29	35	43	42	39
ENSG00000248586	0	0	4	9	5	13	12	26	11
ENSG00000248587	20	17	33	77	65	59	113	67	62
ENSG00000248588	0	0	1	0	0	0	0	0	1
ENSG00000248590	18	12	23	19	16	15	27	39	14
ENSG00000248591	0	0	0	0	0	0	0	0	0
ENSG00000248592	21	23	21	33	25	32	41	34	36
ENSG00000248593	0	0	0	0	0	0	0	0	0
ENSG00000248596	1	0	1	3	7	3	11	1	1
ENSG00000248597	0	0	0	0	1	0	1	0	0
ENSG00000248599	0	0	0	0	8	3	1	4	1
ENSG00000248600	1	0	0	1	0	5	6	6	6
ENSG00000248601	0	0	0	0	0	0	0	0	0
ENSG00000248605	1	5	7	6	4	5	10	17	5
ENSG00000248607	1	3	2	2	1	1	4	1	5
ENSG00000248608	1	1	3	24	2	2	8	3	12
ENSG00000248610	30	9	16	6	8	7	13	10	20
ENSG00000248611	0	0	1	0	1	0	0	0	0
ENSG00000248613	0	0	0	0	0	0	0	0	0
ENSG00000248616	1	0	0	0	1	0	0	0	0
ENSG00000248618	0	1	0	0	0	1	2	0	0
ENSG00000248621	0	0	0	0	1	0	4	1	1
ENSG00000248624	3	1	2	3	2	6	12	7	6
ENSG00000248625	1	0	0	1	4	7	1	7	5
ENSG00000248626	2	2	5	3	1	3	5	12	3
ENSG00000248627	1	1	0	5	2	1	5	4	2
ENSG00000248629	6	9	5	12	6	3	13	10	12
ENSG00000248633	1	1	0	2	0	0	1	2	1
ENSG00000248634	0	1	2	0	0	1	0	1	0
ENSG00000248635	0	0	0	0	0	0	0	0	0
ENSG00000248636	2	3	4	2	2	3	5	4	2
ENSG00000248637	0	0	0	2	0	0	0	0	0
ENSG00000248639	1	1	0	8	16	8	8	8	18
ENSG00000248640	2	0	0	0	2	2	2	2	1
ENSG00000248641	36	28	23	19	25	17	32	12	27
ENSG00000248642	0	0	0	0	0	0	0	0	0
ENSG00000248643	159	143	90	127	110	79	230	159	161
ENSG00000248645	0	0	0	6	2	0	1	0	0
ENSG00000248646	2	1	0	2	2	5	7	12	6
ENSG00000248647	0	1	0	0	0	1	0	1	0
ENSG00000248648	15	12	11	12	15	7	18	11	10
ENSG00000248651	0	0	0	0	0	0	0	0	0
ENSG00000248652	0	0	0	0	0	0	1	1	1
ENSG00000248654	0	1	0	0	0	0	0	0	1
ENSG00000248656	1	0	1	9	7	6	9	8	5
ENSG00000248659	1	4	1	0	0	0	2	3	1
ENSG00000248660	0	0	0	0	0	0	0	0	0
ENSG00000248663	28	15	31	31	29	22	37	25	37
ENSG00000248664	10	10	22	25	14	26	39	31	29
ENSG00000248667	16	16	13	13	6	14	25	16	7
ENSG00000248668	6	3	9	6	3	13	21	5	14
ENSG00000248669	0	0	0	0	0	0	1	0	0
ENSG00000248671	51	31	31	89	135	144	185	139	165
ENSG00000248672	0	0	0	0	0	0	0	0	0
ENSG00000248673	1	1	1	3	18	2	4	7	4
ENSG00000248674	1	1	0	0	6	2	6	0	2
ENSG00000248676	0	0	0	1	1	1	1	1	0
ENSG00000248677	16	9	9	4	5	4	8	11	7
ENSG00000248682	3	6	10	11	13	10	29	23	17
ENSG00000248684	0	0	0	0	2	5	1	1	6
ENSG00000248685	0	0	2	0	0	1	2	3	1
ENSG00000248687	0	0	0	0	0	0	0	0	0
ENSG00000248690	2	3	1	3	5	7	16	5	14
ENSG00000248692	0	0	5	1	2	2	14	0	3
ENSG00000248693	0	0	0	0	0	0	1	0	0
ENSG00000248694	1	1	1	6	3	2	3	7	5
ENSG00000248696	15	16	16	16	10	2	29	21	27
ENSG00000248697	13	4	1	14	21	13	10	19	16
ENSG00000248698	0	0	0	2	2	2	2	3	3
ENSG00000248699	0	0	0	0	0	0	0	1	0
ENSG00000248701	0	0	0	0	1	0	2	2	4
ENSG00000248702	0	0	0	0	5	8	2	3	10
ENSG00000248703	0	0	0	0	0	0	0	0	0
ENSG00000248704	0	0	0	0	0	0	0	1	0
ENSG00000248705	0	0	1	0	1	0	0	1	1
ENSG00000248708	0	1	0	0	4	6	3	3	1
ENSG00000248709	0	1	0	1	6	5	15	7	1
ENSG00000248710	1	1	0	0	0	0	0	0	0
ENSG00000248711	20	6	19	22	22	19	30	25	43
ENSG00000248712	4	4	19	8	5	4	8	12	12
ENSG00000248713	1	2	2	9	7	8	15	32	21
ENSG00000248714	8	5	8	22	13	14	20	21	18
ENSG00000248715	0	0	0	0	0	0	0	0	0
ENSG00000248716	0	0	0	0	0	1	0	0	1
ENSG00000248717	0	2	0	2	2	2	7	3	5
ENSG00000248719	1	5	1	5	3	1	6	3	3
ENSG00000248720	0	0	0	0	0	0	0	0	0
ENSG00000248722	0	0	0	7	1	2	2	9	10
ENSG00000248724	7	4	1	5	11	13	6	8	14
ENSG00000248725	0	0	0	0	0	1	0	0	2
ENSG00000248727	3	5	3	14	8	8	41	7	11
ENSG00000248729	0	1	0	1	0	1	8	1	6
ENSG00000248730	1	7	2	5	2	1	5	4	4
ENSG00000248733	0	0	0	0	0	0	0	0	0
ENSG00000248734	16	19	8	11	19	16	7	22	9
ENSG00000248735	5	9	7	53	26	49	68	27	32
ENSG00000248736	0	0	0	0	0	0	0	0	0
ENSG00000248738	0	0	0	6	3	2	2	3	1
ENSG00000248739	0	0	0	0	1	0	0	0	0
ENSG00000248740	32	13	23	20	14	21	25	16	26
ENSG00000248744	0	0	0	0	0	0	0	0	0
ENSG00000248745	0	0	0	0	0	0	0	1	0
ENSG00000248746	4	8	1	22	20	16	12	36	33
ENSG00000248747	1	0	0	4	5	1	6	10	12
ENSG00000248748	0	0	0	0	0	0	0	0	0
ENSG00000248749	0	0	0	2	0	4	5	3	0
ENSG00000248750	0	0	1	8	1	3	2	3	3
ENSG00000248751	0	2	0	0	0	3	0	1	0
ENSG00000248752	1	0	3	1	0	3	6	11	3
ENSG00000248753	4	8	5	14	14	14	18	17	32
ENSG00000248755	0	0	0	0	0	0	0	0	0
ENSG00000248757	2	3	0	26	20	16	27	21	22
ENSG00000248758	2	0	5	3	7	4	15	12	9
ENSG00000248761	0	0	0	0	0	0	0	0	0
ENSG00000248762	0	0	0	3	0	0	0	1	0
ENSG00000248763	0	0	0	0	0	0	0	0	0
ENSG00000248764	0	0	0	1	0	0	2	0	1
ENSG00000248765	0	0	0	0	0	0	0	0	1
ENSG00000248766	0	0	0	0	0	0	0	0	0
ENSG00000248767	0	0	0	0	0	0	0	0	0
ENSG00000248769	1	1	1	0	1	0	2	1	0
ENSG00000248770	2	1	1	0	7	0	8	3	4
ENSG00000248771	1	0	0	0	4	1	0	0	0
ENSG00000248772	0	0	0	0	0	0	0	0	0
ENSG00000248773	43	16	42	20	34	39	69	39	48
ENSG00000248774	17	16	22	17	47	41	67	70	61
ENSG00000248775	0	0	0	0	0	0	0	0	0
ENSG00000248777	1	0	0	4	3	3	2	1	9
ENSG00000248778	0	0	0	0	0	0	0	0	0
ENSG00000248779	1	1	2	6	0	2	6	1	2
ENSG00000248780	0	0	0	1	0	0	1	0	1
ENSG00000248781	0	0	1	2	1	5	0	0	1
ENSG00000248783	0	0	0	0	0	0	0	0	0
ENSG00000248785	3	7	3	6	9	6	8	14	5
ENSG00000248787	51	30	48	32	38	36	39	32	27
ENSG00000248789	0	0	0	1	0	0	0	0	0
ENSG00000248790	1	1	0	14	5	6	12	6	7
ENSG00000248791	34	27	41	11	25	20	25	62	46
ENSG00000248792	0	0	0	0	0	0	0	0	0
ENSG00000248794	34	22	40	38	28	39	56	66	57
ENSG00000248795	1	1	0	12	8	8	3	11	10
ENSG00000248796	0	0	0	0	0	0	1	0	0
ENSG00000248799	0	0	0	0	0	1	1	0	1
ENSG00000248801	3	1	2	7	4	11	21	6	6
ENSG00000248802	0	2	0	0	5	0	1	0	2
ENSG00000248803	5	1	3	5	8	3	9	4	20
ENSG00000248807	0	0	0	0	0	0	0	0	0
ENSG00000248809	0	1	0	1	0	0	1	3	0
ENSG00000248810	3	0	1	31	54	34	38	47	77
ENSG00000248813	0	0	1	3	1	0	4	0	6
ENSG00000248816	4	4	8	7	8	6	5	5	12
ENSG00000248817	1	0	0	0	0	0	0	0	0
ENSG00000248820	0	0	0	1	0	0	2	4	1
ENSG00000248821	0	0	0	0	0	0	0	0	0
ENSG00000248822	0	0	0	0	0	0	0	0	0
ENSG00000248824	0	0	0	0	0	0	0	0	0
ENSG00000248826	0	1	1	8	1	6	12	16	9
ENSG00000248827	0	2	1	0	0	0	0	1	0
ENSG00000248830	8	6	5	9	20	21	8	7	11
ENSG00000248831	12	6	5	17	24	16	25	5	5
ENSG00000248834	0	0	0	0	0	0	0	0	0
ENSG00000248837	30	12	25	8	7	32	18	30	36
ENSG00000248838	0	0	0	0	0	0	0	0	0
ENSG00000248839	0	0	0	2	0	0	0	2	0
ENSG00000248840	11	15	2	9	12	6	10	4	7
ENSG00000248842	0	0	0	0	0	0	0	0	0
ENSG00000248843	2	5	7	6	12	8	4	4	7
ENSG00000248844	0	0	0	0	0	0	0	0	0
ENSG00000248846	39	34	18	83	56	109	88	115	145
ENSG00000248847	0	0	0	0	0	0	0	0	0
ENSG00000248848	0	0	0	0	0	0	0	0	0
ENSG00000248850	0	0	0	0	0	0	0	0	0
ENSG00000248851	0	0	0	6	2	2	3	13	3
ENSG00000248853	0	0	0	0	0	0	0	0	1
ENSG00000248854	1	2	3	1	5	5	0	3	2
ENSG00000248858	15	15	18	47	24	40	64	39	46
ENSG00000248859	0	0	0	0	0	0	0	0	0
ENSG00000248863	70	89	56	108	91	60	109	84	112
ENSG00000248866	22	11	34	25	28	27	35	17	29
ENSG00000248867	0	0	0	0	0	0	0	0	0
ENSG00000248869	9	12	26	1	7	2	0	6	3
ENSG00000248870	1	1	0	10	9	9	12	2	11
ENSG00000248871	0	0	0	0	0	0	0	0	0
ENSG00000248872	0	0	0	0	0	0	0	0	0
ENSG00000248873	48	38	45	28	27	27	46	31	29
ENSG00000248874	1	0	0	0	0	0	0	0	0
ENSG00000248876	0	0	0	0	1	1	1	3	1
ENSG00000248877	0	0	0	0	0	0	0	0	0
ENSG00000248878	0	2	4	5	6	1	5	3	7
ENSG00000248880	1	0	0	0	0	0	1	0	0
ENSG00000248881	0	0	0	0	0	0	0	0	0
ENSG00000248883	1	0	0	19	4	9	11	9	10
ENSG00000248884	0	0	0	0	0	0	0	0	0
ENSG00000248885	24	8	20	11	17	5	23	29	26
ENSG00000248886	1	6	1	3	4	4	10	1	9
ENSG00000248890	25	12	25	23	33	19	43	27	25
ENSG00000248891	0	0	0	3	1	0	5	4	2
ENSG00000248893	0	0	0	0	4	0	4	0	0
ENSG00000248895	0	0	2	1	3	5	2	7	1
ENSG00000248896	71	32	44	66	57	57	53	41	74
ENSG00000248898	9	12	17	83	47	44	115	32	51
ENSG00000248901	0	0	0	0	0	0	1	0	0
ENSG00000248903	0	0	0	0	0	0	0	0	0
ENSG00000248905	22	20	28	21	46	37	68	48	45
ENSG00000248907	0	0	0	0	0	0	0	0	0
ENSG00000248908	0	0	0	0	0	0	4	0	0
ENSG00000248909	10	14	14	10	8	15	31	17	14
ENSG00000248911	0	0	0	0	0	0	0	0	0
ENSG00000248912	0	0	0	0	3	1	1	2	0
ENSG00000248913	0	0	0	0	0	0	0	1	0
ENSG00000248915	0	0	0	0	0	0	0	0	0
ENSG00000248916	2	1	1	2	0	1	3	0	1
ENSG00000248918	0	0	0	0	0	0	0	0	0
ENSG00000248919	3	2	3	4	8	4	12	8	9
ENSG00000248920	0	0	0	0	0	0	0	0	0
ENSG00000248921	0	0	0	0	0	0	0	0	0
ENSG00000248923	5	19	7	0	2	3	10	15	25
ENSG00000248924	0	0	0	0	0	0	0	0	0
ENSG00000248925	23	43	27	35	9	10	38	29	25
ENSG00000248926	6	6	2	13	14	33	9	24	21
ENSG00000248927	0	0	0	1	0	0	0	2	0
ENSG00000248928	0	0	0	0	1	0	0	0	0
ENSG00000248929	1	0	0	0	0	0	0	1	1
ENSG00000248930	22	16	19	6	6	17	11	16	7
ENSG00000248931	1	1	4	2	4	1	0	2	0
ENSG00000248932	83	80	139	414	371	313	826	451	526
ENSG00000248933	0	0	0	0	0	0	0	0	1
ENSG00000248935	2	0	0	1	2	1	1	2	0
ENSG00000248936	2	8	1	5	2	8	4	6	5
ENSG00000248939	0	0	0	0	0	0	0	0	0
ENSG00000248942	0	0	0	0	1	2	2	2	2
ENSG00000248943	0	0	0	0	0	0	0	0	0
ENSG00000248944	0	0	0	0	0	0	0	0	0
ENSG00000248946	1	0	0	1	0	0	1	0	1
ENSG00000248949	1	2	1	5	0	3	5	2	5
ENSG00000248950	1	0	0	0	0	0	1	0	2
ENSG00000248951	0	0	0	0	1	0	1	4	9
ENSG00000248954	15	10	7	43	60	43	69	52	62
ENSG00000248955	0	0	0	0	0	0	0	0	0
ENSG00000248956	2	3	6	11	8	6	14	21	9
ENSG00000248958	0	0	0	1	1	3	1	3	1
ENSG00000248962	0	0	0	0	0	0	0	0	0
ENSG00000248964	1	0	0	0	2	0	0	1	1
ENSG00000248965	1	0	1	3	4	5	2	4	3
ENSG00000248966	7	8	3	7	5	4	5	11	4
ENSG00000248967	25	10	14	15	10	11	22	22	8
ENSG00000248968	11	2	3	2	16	7	18	7	10
ENSG00000248969	2	1	1	4	3	0	1	1	1
ENSG00000248971	110	107	65	171	175	177	249	232	218
ENSG00000248973	0	0	0	0	0	0	0	0	0
ENSG00000248975	1	0	0	0	0	1	0	1	0
ENSG00000248977	1	0	0	0	1	1	1	0	0
ENSG00000248978	1	0	0	3	1	0	0	3	3
ENSG00000248979	13	4	1	7	4	2	18	3	4
ENSG00000248980	0	0	1	1	0	1	1	2	3
ENSG00000248984	4	3	3	17	7	7	25	9	12
ENSG00000248987	0	2	0	0	0	1	0	1	1
ENSG00000248988	2	2	2	17	15	4	11	8	12
ENSG00000248990	13	3	1	14	5	6	12	10	10
ENSG00000248991	0	0	0	1	3	3	1	1	1
ENSG00000248993	0	1	2	0	0	0	2	1	0
