ONTOLOGY;ID;Description;GeneRatio;BgRatio;pvalue;p.adjust;qvalue;geneID;Count
BP;GO:0006813;potassium ion transport;28/1153;124/12552;5,80341358926785e-06;0,00239311673099263;0,00226916248093287;KCNJ6/KCNB1/KCND3/ATP1B4/KCNJ10/SLC12A1/SLC24A5/SLC24A4/SLC9C2/SLC9A5/ANK2/KCNS1/SLC9A8/KCNN1/RGS4/ATP1A4/WNK4/ATP1A2/KCNJ8/KCNJ12/CACNA1D/SNAP25/KCNMA1/KCNMB2/KCNQ2/KCNT1/KCND1/DRD2;28
BP;GO:0007606;sensory perception of chemical stimulus;21/1153;80/12552;7,20513799311874e-06;0,00272354216139888;0,0025824731438494;TAS2R4/OR2AT4/OR4F3/OR9A4/TAS2R5/SLC24A4/OR4F17/OR9A1P/OR11H4/TAS2R3/OR5AU1/TAS2R38/OR1F1/OR1L6/OR1F2P/OR52W1/OR8D1/DRD2/OR1L1/OR10AD1/TAS2R7;21
BP;GO:0002252;immune effector process;58/1153;353/12552;8,30327493271162e-06;0,00278946879645508;0,00264498503256183;KLRD1/C1S/CEACAM1/IL23R/CD226/MYO1G/KLRK1/CD74/RASGRP1/IL17F/C2/LTA/NFKBIZ/BTK/NCKAP1L/PTAFR/FER1L5/C4A/CD40LG/KLRC1/ITGAM/AGER/VAV3/HAVCR2/HMOX1/IFNA5/CFB/RORA/UNC13D/ITGAL/BTN3A3/PTGER4/DUSP10/RAET1E/PLA2G6/IRF4/HLA-DQA1/INPP5D/TNFSF13/MZB1/C3/PTX3/PTPN22/TGFB2/IL13/CD80/IRF8/JAK3/HLA-DMA/LAT2/CD160/MILR1/MASP2/IRAK3/IRF7/CARD9/IL1R1/TGFB3;58
BP;GO:0002250;adaptive immune response;47/1153;266/12552;8,60947159399716e-06;0,00278946879645508;0,00264498503256183;TNFAIP3/KLRD1/C1S/BTN3A1/CEACAM1/IL23R/VTCN1/CD226/MYO1G/KLRK1/CD74/IL17F/C2/LTA/NFKBIZ/BTK/NCKAP1L/C4A/CD40LG/KLRC1/AGER/HAVCR2/BTLA/IFNA5/RORA/UNC13D/BTN3A3/DUSP10/CTSS/NFKB2/IRF4/HLA-DQA1/INPP5D/IRF1/TNFSF13/C3/LILRA6/CD80/JAK3/HLA-DMA/LAT2/CD160/SKAP1/MASP2/IRF7/CARD9/IL1R1;47
BP;GO:0071805;potassium ion transmembrane transport;26/1153;115/12552;1,2093457037209e-05;0,003657061408052;0,00346763968098498;KCNJ6/KCNB1/KCND3/KCNJ10/SLC12A1/SLC24A5/SLC24A4/SLC9C2/SLC9A5/ANK2/KCNS1/SLC9A8/KCNN1/RGS4/ATP1A4/WNK4/ATP1A2/KCNJ8/KCNJ12/CACNA1D/SNAP25/KCNMA1/KCNMB2/KCNQ2/KCNT1/KCND1;26
BP;GO:0030198;extracellular matrix organization;37/1153;196/12552;1,72413889709269e-05;0,00488713795494315;0,00463400298985837;ADAMTS6/CCDC80/SCX/TNXB/OTOL1/TLL2/ADAMTS3/P4HA1/CPB2/COL8A2/COL19A1/LOX/COL11A2/COL9A1/CTSS/COL8A1/NFKB2/SPOCK2/KAZALD1/NDNF/COL14A1/TIE1/PTX3/GFAP/TGFB2/ADAMTS20/MMP14/PAPLN/COL6A6/ADAMTSL4/FERMT1/ECM2/COL13A1/FBLN5/COL4A4/AEBP1/COL24A1;37
BP;GO:0043062;extracellular structure organization;37/1153;197/12552;1,93934045831077e-05;0,00488713795494315;0,00463400298985837;ADAMTS6/CCDC80/SCX/TNXB/OTOL1/TLL2/ADAMTS3/P4HA1/CPB2/COL8A2/COL19A1/LOX/COL11A2/COL9A1/CTSS/COL8A1/NFKB2/SPOCK2/KAZALD1/NDNF/COL14A1/TIE1/PTX3/GFAP/TGFB2/ADAMTS20/MMP14/PAPLN/COL6A6/ADAMTSL4/FERMT1/ECM2/COL13A1/FBLN5/COL4A4/AEBP1/COL24A1;37
BP;GO:0045229;external encapsulating structure organization;37/1153;197/12552;1,93934045831077e-05;0,00488713795494315;0,00463400298985837;ADAMTS6/CCDC80/SCX/TNXB/OTOL1/TLL2/ADAMTS3/P4HA1/CPB2/COL8A2/COL19A1/LOX/COL11A2/COL9A1/CTSS/COL8A1/NFKB2/SPOCK2/KAZALD1/NDNF/COL14A1/TIE1/PTX3/GFAP/TGFB2/ADAMTS20/MMP14/PAPLN/COL6A6/ADAMTSL4/FERMT1/ECM2/COL13A1/FBLN5/COL4A4/AEBP1/COL24A1;37
BP;GO:0002768;immune response-regulating cell surface receptor signaling pathway;32/1153;163/12552;2,80685297828456e-05;0,00670099216289409;0,0063539065203716;KLRD1/BTN3A1/PDE4D/CEACAM1/VTCN1/CD226/MYO1G/THEMIS2/NFKBIZ/BTK/CD200R1/NCKAP1L/CD38/BTN2A2/KLRC1/VAV3/BTLA/ERMAP/BTN3A3/GPR32/PLA2G6/PDE4B/INPP5D/NFATC2/MAPK10/PTPN22/HHLA2/LAT2/CD160/SKAP1/FYB2/PAK3;32
BP;GO:0050778;positive regulation of immune response;52/1153;321/12552;3,57581825785992e-05;0,0081099558088263;0,00768989126400823;KLRD1/C1S/BTN3A1/PDE4D/CEACAM1/IL23R/VTCN1/CD226/MYO1G/KLRK1/CD74/RASGRP1/THEMIS2/IL17F/C2/LTA/NFKBIZ/BTK/NCKAP1L/PTAFR/CD38/C4A/BTN2A2/ITGAM/VAV3/HAVCR2/CFB/ERMAP/BTN3A3/GPR32/RAET1E/PLA2G6/GPR151/PDE4B/INPP5D/NFATC2/TNFSF13/C3/PTPN22/TGFB2/IL13/CD80/HHLA2/LAT2/CD160/SKAP1/FYB2/MASP2/IRF7/CARD9/IL1R1/PAK3;52
BP;GO:0002460;adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains;34/1153;184/12552;5,86327169739015e-05;0,0126646668663627;0,0120086857922487;TNFAIP3/KLRD1/C1S/CEACAM1/IL23R/CD226/MYO1G/CD74/C2/LTA/NFKBIZ/BTK/NCKAP1L/C4A/CD40LG/KLRC1/AGER/HAVCR2/RORA/UNC13D/BTN3A3/NFKB2/IRF4/HLA-DQA1/INPP5D/TNFSF13/C3/CD80/JAK3/HLA-DMA/MASP2/IRF7/CARD9/IL1R1;34
BP;GO:0007188;adenylate cyclase-modulating G protein-coupled receptor signaling pathway;23/1153;105/12552;6,41438093460075e-05;0,0132252872360677;0,0125402681812338;PTGER3/PDE4D/NPR3/ARRDC3/HRH4/AKAP5/ADCYAP1R1/CHRM5/RGS1/SSTR2/S1PR1/PTGER4/ADCY5/LHCGR/LGR5/ADGRB3/PDE4B/CACNA1D/ADCY4/TSHR/DRD2/CORT/MRAP2;23
BP;GO:0032729;positive regulation of interferon-gamma production;14/1153;48/12552;6,85900134352601e-05;0,0135271435192322;0,0128264894689461;IL12RB2/BTN3A1/PDE4D/IL23R/CD226/RASGRP1/LTA/HAVCR2/PDE4B/PTPN22/IRF8/ISL1/CD160/IL1R1;14
BP;GO:0016339;calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules;9/1153;22/12552;7,43892401040151e-05;0,0140595663796588;0,0133313348712722;PCDHB14/PCDHB13/PCDHB9/PCDHB10/PCDHB4/PCDHB11/PCDHB16/DCHS1/SELP;9
BP;GO:0046058;cAMP metabolic process;8/1153;18/12552;9,34874810709477e-05;0,0169623685655127;0,0160837830591955;PDE4D/PDE4C/PDE7B/ADCY10/ADCY5/PDE4B/ADCY4/PDE8B;8
BP;GO:0001910;regulation of leukocyte mediated cytotoxicity;13/1153;44/12552;0,000107159138528523;0,0186951481678993;0,0177268113371476;KLRD1/CEACAM1/IL23R/CD226/KLRK1/RASGRP1/NCKAP1L/KLRC1/ITGAM/AGER/HAVCR2/RAET1E/CD160;13
BP;GO:0032715;negative regulation of interleukin-6 production;9/1153;23/12552;0,000112297668855415;0,0188660083677098;0,0178888216352135;TNFAIP3/CD200R1/NCKAP1L/SYT11/HAVCR2/INPP5D/PTPN22/IRAK3/NLRC3;9
BP;GO:0031341;regulation of cell killing;14/1153;51/12552;0,000141509059015721;0,0229244675605468;0,0217370682382796;KLRD1/CEACAM1/IL23R/CD226/KLRK1/RASGRP1/NCKAP1L/KLRC1/ITGAM/AGER/HAVCR2/RAET1E/IL13/CD160;14
BP;GO:0009187;cyclic nucleotide metabolic process;10/1153;29/12552;0,000161708623360947;0,0239798809946968;0,0227378153124318;PDE4D/PDE4C/NPR2/PDE7B/ADCY10/RORA/ADCY5/PDE4B/ADCY4/PDE8B;10
BP;GO:0002443;leukocyte mediated immunity;38/1153;225/12552;0,000163324280447886;0,0239798809946968;0,0227378153124318;KLRD1/C1S/CEACAM1/IL23R/CD226/MYO1G/KLRK1/CD74/RASGRP1/C2/LTA/BTK/NCKAP1L/PTAFR/C4A/CD40LG/KLRC1/ITGAM/AGER/HAVCR2/HMOX1/UNC13D/BTN3A3/RAET1E/HLA-DQA1/INPP5D/TNFSF13/C3/IL13/JAK3/HLA-DMA/LAT2/CD160/MILR1/MASP2/IRF7/CARD9/IL1R1;38
BP;GO:0002429;immune response-activating cell surface receptor signaling pathway;28/1153;148/12552;0,000169170236294157;0,0239798809946968;0,0227378153124318;KLRD1/BTN3A1/PDE4D/CEACAM1/VTCN1/CD226/MYO1G/THEMIS2/NFKBIZ/BTK/NCKAP1L/CD38/BTN2A2/VAV3/ERMAP/BTN3A3/GPR32/PLA2G6/PDE4B/INPP5D/NFATC2/PTPN22/HHLA2/LAT2/CD160/SKAP1/FYB2/PAK3;28
BP;GO:0002757;immune response-activating signal transduction;28/1153;148/12552;0,000169170236294157;0,0239798809946968;0,0227378153124318;KLRD1/BTN3A1/PDE4D/CEACAM1/VTCN1/CD226/MYO1G/THEMIS2/NFKBIZ/BTK/NCKAP1L/CD38/BTN2A2/VAV3/ERMAP/BTN3A3/GPR32/PLA2G6/PDE4B/INPP5D/NFATC2/PTPN22/HHLA2/LAT2/CD160/SKAP1/FYB2/PAK3;28
BP;GO:0002449;lymphocyte mediated immunity;31/1153;172/12552;0,000195597327997205;0,0268857418119794;0,02549316370643;KLRD1/C1S/CEACAM1/IL23R/CD226/MYO1G/KLRK1/CD74/RASGRP1/C2/LTA/BTK/NCKAP1L/C4A/CD40LG/KLRC1/AGER/HAVCR2/UNC13D/BTN3A3/RAET1E/HLA-DQA1/INPP5D/TNFSF13/C3/HLA-DMA/CD160/MASP2/IRF7/CARD9/IL1R1;31
BP;GO:0002764;immune response-regulating signaling pathway;44/1153;276/12552;0,000201848855607335;0,0268886909985773;0,0254959601364956;TNFAIP3/KLRD1/BTN3A1/PDE4D/CEACAM1/NFKBIA/VTCN1/CD226/MYO1G/THEMIS2/NFKBIZ/BTK/CD200R1/NCKAP1L/CD38/NFKBIL1/BTN2A2/KLRC1/VAV3/HAVCR2/BTLA/ERMAP/BTN3A3/GPR32/CTSS/PLA2G6/IRF4/PDE4B/INPP5D/IRF1/NFATC2/MAPK10/LRRC19/PTPN22/HHLA2/LAT2/CD160/SKAP1/TLR6/FYB2/IRAK3/TLR1/IRF7/PAK3;44
BP;GO:0002253;activation of immune response;34/1153;196/12552;0,000210659522860043;0,0268886909985773;0,0254959601364956;KLRD1/C1S/BTN3A1/PDE4D/CEACAM1/VTCN1/CD226/MYO1G/THEMIS2/C2/NFKBIZ/BTK/NCKAP1L/CD38/C4A/BTN2A2/VAV3/CFB/ERMAP/BTN3A3/GPR32/PLA2G6/PDE4B/INPP5D/NFATC2/C3/PTPN22/HHLA2/LAT2/CD160/SKAP1/FYB2/MASP2/PAK3;34
BP;GO:0002697;regulation of immune effector process;35/1153;204/12552;0,000213402309512518;0,0268886909985773;0,0254959601364956;KLRD1/CEACAM1/IL23R/CD226/KLRK1/CD74/RASGRP1/IL17F/LTA/NFKBIZ/BTK/NCKAP1L/PTAFR/CD40LG/KLRC1/ITGAM/AGER/HAVCR2/HMOX1/UNC13D/DUSP10/RAET1E/IRF4/TNFSF13/MZB1/C3/PTPN22/TGFB2/IL13/CD80/JAK3/CD160/IRAK3/IL1R1/TGFB3;35
BP;GO:0001504;neurotransmitter uptake;10/1153;30/12552;0,000222762658690037;0,0273094978329191;0,0258949707939542;SLC6A13/SLC6A12/KCNJ10/SLC1A7/SLC6A4/ATP1A2/GFAP/SNAP25/RAB3B/DRD2;10
BP;GO:0032635;interleukin-6 production;19/1153;86/12552;0,000240750014577651;0,0280010786185698;0,0265507303526122;TNFAIP3/CD74/IL17F/CD200R1/NCKAP1L/PTAFR/SYT11/TMEM106A/AGER/HAVCR2/MBP/INPP5D/PTPN22/ISL1/TLR6/IRAK3/TLR1/NLRC3/CARD9;19
BP;GO:0032675;regulation of interleukin-6 production;19/1153;86/12552;0,000240750014577651;0,0280010786185698;0,0265507303526122;TNFAIP3/CD74/IL17F/CD200R1/NCKAP1L/PTAFR/SYT11/TMEM106A/AGER/HAVCR2/MBP/INPP5D/PTPN22/ISL1/TLR6/IRAK3/TLR1/NLRC3/CARD9;19
BP;GO:0046942;carboxylic acid transport;30/1153;168/12552;0,000290833030765064;0,0329804656887582;0,031272204308054;LRP2/SLC16A14/CEACAM1/SLC6A13/SLC6A12/SLC16A9/KCNJ10/SLC26A4/SLC16A3/SLC35D2/SLC16A6/RGS4/SLC17A8/SLC1A7/SLC13A5/ATP1A2/PLA2G6/SLC10A1/SLC3A1/SLC25A2/SLCO2B1/SLC6A20/GFAP/SLC25A18/PLA2G12B/SLC7A7/SLC26A7/SLCO1A2/SLC13A3/DRD2;30
BP;GO:0008277;regulation of G protein-coupled receptor signaling pathway;20/1153;95/12552;0,000330538191765666;0,0364005420952624;0,034515133899852;CNTN2/ARRDC3/GPRASP1/RGS5/PLCE1/RGS13/SLC24A4/GRK7/PHF24/RGS4/RGS1/PDE4B/PDE6G/RGS5/C3/PDC/DNM1/BECN2/DRD2/MRAP2;20
BP;GO:0006954;inflammatory response;61/1153;428/12552;0,000340536461600716;0,0364005420952624;0,034515133899852;PTGER3/TNFAIP3/PTGS1/MYLK3/IL23R/IL17RE/NFKBIA/HRH4/CXCL2/GGT1/RASGRP1/THEMIS2/IL17F/FN1/LTA/NFKBIZ/BTK/CD200R1/PTAFR/IL34/NEAT1/SYT11/C4A/CD40LG/CSF1/AGER/SELE/HAVCR2/HMOX1/MEP1B/RORA/UNC13D/CXCL3/ITGAL/PTGER4/DUSP10/GPR32/AOC3/ECM1/OSM/LRRC19/IRF5/C3/HP/PTX3/HYAL1/IL13/SERPINF1/ISL1/BCL6B/TEK/SELP/TLR6/NT5E/TLR1/NLRC3/CARD9/CYSLTR1/IL1R1/HPR/CXCL17;61
BP;GO:0045785;positive regulation of cell adhesion;45/1153;291/12552;0,000345066867305177;0,0364005420952624;0,034515133899852;CASS4/SOX4/HES1/IL23R/CCDC80/VTCN1/KLRK1/CD74/RASGRP1/FN1/NFKBIZ/NCKAP1L/PTAFR/CD40LG/CSF1/GCNT2/FUT3/AGER/SELE/VAV3/HAVCR2/UNC13D/LIF/DUSP10/COL8A1/HLA-DQA1/FRMD5/DISC1/ZBTB16/SPOCK2/NDNF/PTPN22/HYAL1/TGFB2/RIN2/CD80/FERMT1/ECM2/JAK3/HLA-DMA/HHLA2/CD160/SKAP1/TEK/SELP;45
BP;GO:0055001;muscle cell development;25/1153;132/12552;0,000363542380663132;0,0374779145156356;0,0355367025691282;MYH3/ALPK3/NEB/HES1/PTCD2/MYLK3/PROX1/FBXO22/FER1L5/ANK2/OBSCN/SLC8A1/RIPOR2/RGS4/LDB3/MYOZ2/LOX/RYR1/NFATC2/CASQ1/PGM5/SHOX2/ISL1/ACTA1/KLHL41;25
BP;GO:0050851;antigen receptor-mediated signaling pathway;23/1153;119/12552;0,000455607535373875;0,0443547978376651;0,0420573897625312;BTN3A1/PDE4D/CEACAM1/VTCN1/CD226/THEMIS2/NFKBIZ/BTK/NCKAP1L/CD38/BTN2A2/VAV3/ERMAP/BTN3A3/PDE4B/INPP5D/NFATC2/PTPN22/HHLA2/LAT2/CD160/SKAP1/FYB2;23
BP;GO:0002715;regulation of natural killer cell mediated immunity;9/1153;27/12552;0,000459584545496089;0,0443547978376651;0,0420573897625312;KLRD1/CEACAM1/CD226/KLRK1/RASGRP1/KLRC1/HAVCR2/RAET1E/CD160;9
BP;GO:0042269;regulation of natural killer cell mediated cytotoxicity;9/1153;27/12552;0,000459584545496089;0,0443547978376651;0,0420573897625312;KLRD1/CEACAM1/CD226/KLRK1/RASGRP1/KLRC1/HAVCR2/RAET1E/CD160;9
BP;GO:0006820;anion transport;47/1153;313/12552;0,000505794443748309;0,0477975749342152;0,0453218442358683;LRP2/SLC16A14/CEACAM1/SLC6A13/SLC6A12/SLC16A9/TG/KCNJ10/SLC12A1/SLC37A2/SLC24A5/SLC24A4/SLC26A4/SLC9C2/SLC9A5/PTAFR/MTTP/SLC16A3/SLC9A8/SLC35D2/SLC16A6/RGS4/SLC5A5/SLC17A8/SLC2A3/SLC1A7/WNK4/SLC13A5/ATP1A2/PLA2G6/SLC10A1/SLC3A1/SLC13A4/SLC25A2/SLCO2B1/SLC6A20/GFAP/FGF23/TCAF2/SLC25A18/PLA2G12B/SLC7A7/SLC26A7/SLCO1A2/SLC13A3/TTYH2/DRD2;47
BP;GO:0051146;striated muscle cell differentiation;33/1153;198/12552;0,000546369380089584;0,0480504294538822;0,0455616018631213;MYH3/ALPK3/NEB/TRIM72/RARB/MYLK3/SOX6/ERVW-1/PROX1/FBXO22/FER1L5/OBSCN/SLC8A1/RIPOR2/RGS4/NEK5/LDB3/MYOZ2/RYR1/IGFBP5/ADGRB3/NFATC2/POPDC2/JAM2/CACNA1H/MMP14/CASQ1/PGM5/BHLHE41/SHOX2/ISL1/ACTA1/KLHL41;33
BP;GO:0007268;chemical synaptic transmission;61/1153;436/12552;0,000555893319757963;0,0480504294538822;0,0455616018631213;CNTN2/PCDHB14/PCDHB13/KCNB1/HRH4/AKAP5/DLG2/PCDHB9/SNCAIP/GRIK5/KCNJ10/PCDHB10/DLG4/PCDHB4/PCDHB11/SEPTIN5/PDE7B/SYT11/CD38/STX1B/PCDHB16/PHF24/CHRM5/BSN/KCNN1/RASGRF1/RGS4/DGKI/AGER/SLC17A8/SHANK2/ROR2/OR11H4/SLC6A4/RIMS3/CPEB3/ATP1A2/PLA2G6/GRIN3A/MBP/HTR2C/CDH1/NPTX1/DISC1/LGI1/SYT2/GFAP/DNM1/SNAP25/NRXN2/P2RX6/CACNA1A/RAB3B/KCNQ2/JPH3/SYBU/PRRT2/DRD2/RAB3A/CORT/CAMK2B;61
BP;GO:0098916;anterograde trans-synaptic signaling;61/1153;436/12552;0,000555893319757963;0,0480504294538822;0,0455616018631213;CNTN2/PCDHB14/PCDHB13/KCNB1/HRH4/AKAP5/DLG2/PCDHB9/SNCAIP/GRIK5/KCNJ10/PCDHB10/DLG4/PCDHB4/PCDHB11/SEPTIN5/PDE7B/SYT11/CD38/STX1B/PCDHB16/PHF24/CHRM5/BSN/KCNN1/RASGRF1/RGS4/DGKI/AGER/SLC17A8/SHANK2/ROR2/OR11H4/SLC6A4/RIMS3/CPEB3/ATP1A2/PLA2G6/GRIN3A/MBP/HTR2C/CDH1/NPTX1/DISC1/LGI1/SYT2/GFAP/DNM1/SNAP25/NRXN2/P2RX6/CACNA1A/RAB3B/KCNQ2/JPH3/SYBU/PRRT2/DRD2/RAB3A/CORT/CAMK2B;61
BP;GO:0045123;cellular extravasation;11/1153;39/12552;0,000561416337926465;0,0480504294538822;0,0455616018631213;PTAFR/RIPOR2/AGER/SELE/ITGAL/PTGER4/PECAM1/JAM2/SELPLG/SELP/IL1R1;11
BP;GO:0032604;granulocyte macrophage colony-stimulating factor production;6/1153;13/12552;0,000577233327748839;0,0480504294538822;0,0455616018631213;IL23R/RASGRP1/IL17F/CD80/ISL1/CARD9;6
BP;GO:0032645;regulation of granulocyte macrophage colony-stimulating factor production;6/1153;13/12552;0,000577233327748839;0,0480504294538822;0,0455616018631213;IL23R/RASGRP1/IL17F/CD80/ISL1/CARD9;6
BP;GO:0002819;regulation of adaptive immune response;23/1153;121/12552;0,000582622050256508;0,0480504294538822;0,0455616018631213;TNFAIP3/KLRD1/CEACAM1/IL23R/CD226/LTA/NFKBIZ/BTK/NCKAP1L/KLRC1/AGER/HAVCR2/DUSP10/IRF1/TNFSF13/C3/CD80/JAK3/CD160/SKAP1/IRF7/CARD9/IL1R1;23
CC;GO:0043235;receptor complex;49/1210;236/13114;4,36518230360688e-08;8,16347120257803e-06;7,36291487232071e-06;LRP2/TF/KLRD1/ITGA10/IL12RB2/GPR61/CUBN/IL23R/VLDLR/LRP1B/CSF3R/CD74/GRIK5/SLITRK5/ITGA11/GRIA4/DLG4/NTRK3/ERBB3/CD200R1/MTTP/ABCG8/IMPG2/ADCYAP1R1/KLRC1/EPHA6/ITGAM/NRP2/EPHA5/ITGA8/NR3C2/ROR2/ITGAL/GRIN3A/HTR2C/TRAF1/TSHR/TIE1/GPR156/P2RX6/ITGB4/PLXNB3/VWC2L/SKAP1/TEK/TLR6/ITGA2B/TLR1/PLXDC1;49
CC;GO:0030312;external encapsulating structure;59/1210;310/13114;5,23299436062694e-08;8,16347120257803e-06;7,36291487232071e-06;VCAN/ADAMTS6/LRRTM4/CCDC80/FLRT3/COL20A1/FN1/TNXB/OTOL1/WNT2B/LTBP2/ABI3BP/FREM1/ADAMTS3/LAMA4/IMPG2/LRRN2/LRIG3/SEMA3B/COL8A2/COL19A1/LOX/COL11A2/COL9A1/SSPOP/CTSS/COL8A1/COL25A1/MGP/ECM1/LRRN3/SPOCK2/HMCN1/KAZALD1/NDNF/COL14A1/PTX3/WNT3/TGFB2/ADAMTS20/SERPINF1/MMP14/PAPLN/COL6A6/TECTA/ITGB4/ADAMTSL4/PCOLCE/ECM2/COL13A1/ITIH1/FBLN5/UCMA/TMEFF1/COL4A4/AEBP1/COL24A1/COL21A1/TGFB3;59
